,estacion,concentracion,dt
8068,47,3.0,2019-04-05 10:00:00
8106,38,7.0,2019-04-05 10:00:00
8111,48,6.0,2019-04-05 10:00:00
8119,8,6.0,2019-04-05 10:00:00
8128,24,9.0,2019-04-05 10:00:00
8130,50,11.0,2019-04-05 10:00:00
8135,50,10.0,2019-04-05 11:00:00
8166,8,11.0,2019-04-05 11:00:00
8167,48,8.0,2019-04-05 11:00:00
8182,24,5.0,2019-04-05 11:00:00
8184,38,5.0,2019-04-05 11:00:00
8189,47,1.0,2019-04-05 11:00:00
8224,48,4.0,2019-04-05 12:00:00
8225,38,9.0,2019-04-05 12:00:00
8240,50,10.0,2019-04-05 12:00:00
8250,24,6.0,2019-04-05 12:00:00
8279,47,1.0,2019-04-05 12:00:00
8281,8,6.0,2019-04-05 12:00:00
8297,50,9.0,2019-04-05 13:00:00
8306,48,2.0,2019-04-05 13:00:00
8321,47,1.0,2019-04-05 13:00:00
8325,24,5.0,2019-04-05 13:00:00
8326,8,3.0,2019-04-05 13:00:00
8330,38,5.0,2019-04-05 13:00:00
8403,48,3.0,2019-04-05 14:00:00
8406,38,6.0,2019-04-05 14:00:00
8409,47,1.0,2019-04-05 14:00:00
8413,24,3.0,2019-04-05 14:00:00
8423,8,7.0,2019-04-05 14:00:00
8429,50,6.0,2019-04-05 14:00:00
8440,24,2.0,2019-04-05 15:00:00
8462,8,5.0,2019-04-05 15:00:00
8477,38,3.0,2019-04-05 15:00:00
8491,47,2.0,2019-04-05 15:00:00
8492,48,5.0,2019-04-05 15:00:00
8496,50,8.0,2019-04-05 15:00:00
8532,48,3.0,2019-04-05 16:00:00
8546,50,9.0,2019-04-05 16:00:00
8549,24,2.0,2019-04-05 16:00:00
8554,38,6.0,2019-04-05 16:00:00
8558,47,2.0,2019-04-05 16:00:00
8569,8,2.0,2019-04-05 16:00:00
8601,47,2.0,2019-04-05 17:00:00
8605,8,7.0,2019-04-05 17:00:00
8612,24,1.0,2019-04-05 17:00:00
8628,38,6.0,2019-04-05 17:00:00
8653,50,15.0,2019-04-05 17:00:00
8660,48,7.0,2019-04-05 17:00:00
8676,50,13.0,2019-04-05 18:00:00
8683,48,6.0,2019-04-05 18:00:00
8706,24,2.0,2019-04-05 18:00:00
8708,47,3.0,2019-04-05 18:00:00
8729,8,8.0,2019-04-05 18:00:00
8739,38,4.0,2019-04-05 18:00:00
8766,24,2.0,2019-04-05 19:00:00
8772,47,5.0,2019-04-05 19:00:00
8773,48,8.0,2019-04-05 19:00:00
8778,38,8.0,2019-04-05 19:00:00
8781,50,2.0,2019-04-05 19:00:00
8811,8,8.0,2019-04-05 19:00:00
8840,8,5.0,2019-04-05 20:00:00
8845,50,4.0,2019-04-05 20:00:00
8857,38,4.0,2019-04-05 20:00:00
8859,24,2.0,2019-04-05 20:00:00
8862,47,7.0,2019-04-05 20:00:00
8872,48,5.0,2019-04-05 20:00:00
8910,47,8.0,2019-04-05 21:00:00
8918,50,6.0,2019-04-05 21:00:00
8929,48,3.0,2019-04-05 21:00:00
8936,24,1.0,2019-04-05 21:00:00
8941,38,1.0,2019-04-05 21:00:00
8950,8,4.0,2019-04-05 21:00:00
8990,38,3.0,2019-04-05 22:00:00
8995,24,1.0,2019-04-05 22:00:00
9004,47,5.0,2019-04-05 22:00:00
9008,50,8.0,2019-04-05 22:00:00
9028,48,5.0,2019-04-05 22:00:00
9038,8,3.0,2019-04-05 22:00:00
9068,8,5.0,2019-04-05 23:00:00
9076,47,5.0,2019-04-05 23:00:00
9087,24,1.0,2019-04-05 23:00:00
9092,50,9.0,2019-04-05 23:00:00
9102,48,6.0,2019-04-05 23:00:00
9106,38,5.0,2019-04-05 23:00:00
9157,24,2.0,2019-04-06 00:00:00
9171,48,3.0,2019-04-06 00:00:00
9182,50,6.0,2019-04-06 00:00:00
9186,8,5.0,2019-04-06 00:00:00
9189,47,1.0,2019-04-06 00:00:00
9191,38,3.0,2019-04-06 00:00:00
9201,24,4.0,2019-04-06 01:00:00
9205,8,5.0,2019-04-06 01:00:00
9206,47,1.0,2019-04-06 01:00:00
9212,48,4.0,2019-04-06 01:00:00
9238,50,3.0,2019-04-06 01:00:00
9270,38,2.0,2019-04-06 01:00:00
9276,47,2.0,2019-04-06 02:00:00
9277,50,4.0,2019-04-06 02:00:00
9304,38,1.0,2019-04-06 02:00:00
9328,8,7.0,2019-04-06 02:00:00
9332,48,4.0,2019-04-06 02:00:00
9343,24,1.0,2019-04-06 02:00:00
9365,47,3.0,2019-04-06 03:00:00
9372,24,3.0,2019-04-06 03:00:00
9392,48,4.0,2019-04-06 03:00:00
9395,38,2.0,2019-04-06 03:00:00
9404,50,2.0,2019-04-06 03:00:00
9423,8,12.0,2019-04-06 03:00:00
9426,50,3.0,2019-04-06 04:00:00
9428,48,6.0,2019-04-06 04:00:00
9429,8,9.0,2019-04-06 04:00:00
9430,47,1.0,2019-04-06 04:00:00
9458,24,3.0,2019-04-06 04:00:00
9463,38,5.0,2019-04-06 04:00:00
9504,50,2.0,2019-04-06 05:00:00
9507,8,6.0,2019-04-06 05:00:00
9520,38,6.0,2019-04-06 05:00:00
9536,48,5.0,2019-04-06 05:00:00
9562,24,3.0,2019-04-06 05:00:00
9570,47,1.0,2019-04-06 05:00:00
9590,38,7.0,2019-04-06 06:00:00
9600,50,3.0,2019-04-06 06:00:00
9603,48,5.0,2019-04-06 06:00:00
9625,24,2.0,2019-04-06 06:00:00
9634,8,4.0,2019-04-06 06:00:00
9636,47,2.0,2019-04-06 06:00:00
9688,24,2.0,2019-04-06 07:00:00
9696,47,4.0,2019-04-06 07:00:00
9701,8,7.0,2019-04-06 07:00:00
9707,38,1.0,2019-04-06 07:00:00
9719,48,6.0,2019-04-06 07:00:00
9725,50,1.0,2019-04-06 07:00:00
9728,8,2.0,2019-04-06 08:00:00
9737,48,6.0,2019-04-06 08:00:00
9753,38,3.0,2019-04-06 08:00:00
9762,50,1.0,2019-04-06 08:00:00
9781,47,4.0,2019-04-06 08:00:00
9790,24,1.0,2019-04-06 08:00:00
9805,8,2.0,2019-04-06 09:00:00
9813,38,2.0,2019-04-06 09:00:00
9841,50,5.0,2019-04-06 09:00:00
9846,48,5.0,2019-04-06 09:00:00
9850,47,3.0,2019-04-06 09:00:00
9851,24,2.0,2019-04-06 09:00:00
9883,48,6.0,2019-04-06 10:00:00
9905,8,6.0,2019-04-06 10:00:00
9921,50,3.0,2019-04-06 10:00:00
9931,38,4.0,2019-04-06 10:00:00
9940,47,2.0,2019-04-06 10:00:00
9950,24,3.0,2019-04-06 10:00:00
9956,24,3.0,2019-04-06 11:00:00
9978,47,5.0,2019-04-06 11:00:00
9981,48,8.0,2019-04-06 11:00:00
10002,8,9.0,2019-04-06 11:00:00
10010,50,6.0,2019-04-06 11:00:00
10020,38,4.0,2019-04-06 11:00:00
10055,50,4.0,2019-04-06 12:00:00
10058,47,1.0,2019-04-06 12:00:00
10069,48,6.0,2019-04-06 12:00:00
10075,8,1.0,2019-04-06 12:00:00
10088,24,1.0,2019-04-06 12:00:00
10101,38,5.0,2019-04-06 12:00:00
10113,47,2.0,2019-04-06 13:00:00
10119,48,3.0,2019-04-06 13:00:00
10125,38,2.0,2019-04-06 13:00:00
10138,8,3.0,2019-04-06 13:00:00
10142,50,2.0,2019-04-06 13:00:00
10180,24,1.0,2019-04-06 13:00:00
10194,8,3.0,2019-04-06 14:00:00
10232,47,1.0,2019-04-06 14:00:00
10239,38,6.0,2019-04-06 14:00:00
10242,50,7.0,2019-04-06 14:00:00
10250,24,2.0,2019-04-06 14:00:00
10252,48,4.0,2019-04-06 14:00:00
10265,8,4.0,2019-04-06 15:00:00
10288,48,1.0,2019-04-06 15:00:00
10293,47,2.0,2019-04-06 15:00:00
10312,50,2.0,2019-04-06 15:00:00
10328,24,1.0,2019-04-06 15:00:00
10333,38,6.0,2019-04-06 15:00:00
10344,50,5.0,2019-04-06 16:00:00
10355,8,2.0,2019-04-06 16:00:00
10365,48,2.0,2019-04-06 16:00:00
10376,47,2.0,2019-04-06 16:00:00
10381,38,1.0,2019-04-06 16:00:00
10399,24,1.0,2019-04-06 16:00:00
10426,47,4.0,2019-04-06 17:00:00
10429,48,5.0,2019-04-06 17:00:00
10437,8,11.0,2019-04-06 17:00:00
10451,50,2.0,2019-04-06 17:00:00
10460,38,1.0,2019-04-06 17:00:00
10469,24,2.0,2019-04-06 17:00:00
10496,47,2.0,2019-04-06 18:00:00
10498,8,4.0,2019-04-06 18:00:00
10508,48,5.0,2019-04-06 18:00:00
10516,24,2.0,2019-04-06 18:00:00
10525,38,1.0,2019-04-06 18:00:00
10540,50,1.0,2019-04-06 18:00:00
10571,48,3.0,2019-04-06 19:00:00
10573,50,5.0,2019-04-06 19:00:00
10597,8,9.0,2019-04-06 19:00:00
10604,47,4.0,2019-04-06 19:00:00
10616,24,2.0,2019-04-06 19:00:00
10625,38,3.0,2019-04-06 19:00:00
10652,47,7.0,2019-04-06 20:00:00
10668,38,1.0,2019-04-06 20:00:00
10683,8,11.0,2019-04-06 20:00:00
10699,50,8.0,2019-04-06 20:00:00
10706,48,1.0,2019-04-06 20:00:00
10708,24,1.0,2019-04-06 20:00:00
10718,8,10.0,2019-04-06 21:00:00
10736,24,1.0,2019-04-06 21:00:00
10764,48,3.0,2019-04-06 21:00:00
10766,38,4.0,2019-04-06 21:00:00
10786,47,5.0,2019-04-06 21:00:00
10791,50,5.0,2019-04-06 21:00:00
10802,8,2.0,2019-04-06 22:00:00
10808,50,9.0,2019-04-06 22:00:00
10823,38,5.0,2019-04-06 22:00:00
10824,24,2.0,2019-04-06 22:00:00
10847,47,1.0,2019-04-06 22:00:00
10852,48,5.0,2019-04-06 22:00:00
10903,24,2.0,2019-04-06 23:00:00
10905,38,4.0,2019-04-06 23:00:00
10909,8,1.0,2019-04-06 23:00:00
10911,47,1.0,2019-04-06 23:00:00
10928,50,9.0,2019-04-06 23:00:00
10936,48,3.0,2019-04-06 23:00:00
10944,50,10.0,2019-04-07 00:00:00
10945,48,4.0,2019-04-07 00:00:00
10948,47,7.0,2019-04-07 00:00:00
10953,24,3.0,2019-04-07 00:00:00
10985,38,3.0,2019-04-07 00:00:00
11017,8,9.0,2019-04-07 00:00:00
11033,38,2.0,2019-04-07 01:00:00
11043,50,4.0,2019-04-07 01:00:00
11063,24,1.0,2019-04-07 01:00:00
11080,47,4.0,2019-04-07 01:00:00
11085,8,7.0,2019-04-07 01:00:00
11090,48,1.0,2019-04-07 01:00:00
11106,48,2.0,2019-04-07 02:00:00
11120,47,2.0,2019-04-07 02:00:00
11144,38,1.0,2019-04-07 02:00:00
11149,50,1.0,2019-04-07 02:00:00
11160,24,1.0,2019-04-07 02:00:00
11161,8,5.0,2019-04-07 02:00:00
11191,38,5.0,2019-04-07 03:00:00
11198,24,2.0,2019-04-07 03:00:00
11218,8,4.0,2019-04-07 03:00:00
11225,50,4.0,2019-04-07 03:00:00
11238,47,1.0,2019-04-07 03:00:00
11242,48,5.0,2019-04-07 03:00:00
11249,38,3.0,2019-04-07 04:00:00
11274,8,3.0,2019-04-07 04:00:00
11293,48,5.0,2019-04-07 04:00:00
11300,47,1.0,2019-04-07 04:00:00
11304,50,3.0,2019-04-07 04:00:00
11309,24,1.0,2019-04-07 04:00:00
11333,38,1.0,2019-04-07 05:00:00
11335,47,2.0,2019-04-07 05:00:00
11349,48,4.0,2019-04-07 05:00:00
11361,50,2.0,2019-04-07 05:00:00
11383,8,2.0,2019-04-07 05:00:00
11388,24,3.0,2019-04-07 05:00:00
11408,47,2.0,2019-04-07 06:00:00
11416,24,4.0,2019-04-07 06:00:00
11420,8,2.0,2019-04-07 06:00:00
11421,48,4.0,2019-04-07 06:00:00
11463,50,3.0,2019-04-07 06:00:00
11465,38,1.0,2019-04-07 06:00:00
11490,50,2.0,2019-04-07 07:00:00
11492,48,4.0,2019-04-07 07:00:00
11529,38,3.0,2019-04-07 07:00:00
11537,8,2.0,2019-04-07 07:00:00
11548,24,2.0,2019-04-07 07:00:00
11550,47,3.0,2019-04-07 07:00:00
11561,50,5.0,2019-04-07 08:00:00
11564,47,2.0,2019-04-07 08:00:00
11580,24,1.0,2019-04-07 08:00:00
11588,48,7.0,2019-04-07 08:00:00
11591,38,4.0,2019-04-07 08:00:00
11593,8,3.0,2019-04-07 08:00:00
11634,8,1.0,2019-04-07 09:00:00
11653,24,1.0,2019-04-07 09:00:00
11656,47,2.0,2019-04-07 09:00:00
11679,38,3.0,2019-04-07 09:00:00
11683,50,5.0,2019-04-07 09:00:00
11694,48,6.0,2019-04-07 09:00:00
11707,38,3.0,2019-04-07 10:00:00
11713,47,1.0,2019-04-07 10:00:00
11728,8,1.0,2019-04-07 10:00:00
11755,24,1.0,2019-04-07 10:00:00
11763,50,2.0,2019-04-07 10:00:00
11778,48,6.0,2019-04-07 10:00:00
11802,48,6.0,2019-04-07 11:00:00
11805,47,1.0,2019-04-07 11:00:00
11829,8,2.0,2019-04-07 11:00:00
11831,24,1.0,2019-04-07 11:00:00
11841,38,2.0,2019-04-07 11:00:00
11848,50,6.0,2019-04-07 11:00:00
11866,38,8.0,2019-04-07 12:00:00
11871,8,1.0,2019-04-07 12:00:00
11881,47,1.0,2019-04-07 12:00:00
11904,48,5.0,2019-04-07 12:00:00
11922,24,2.0,2019-04-07 12:00:00
11931,50,7.0,2019-04-07 12:00:00
11932,48,4.0,2019-04-07 13:00:00
11962,8,4.0,2019-04-07 13:00:00
11970,38,27.0,2019-04-07 13:00:00
11980,47,1.0,2019-04-07 13:00:00
11982,24,2.0,2019-04-07 13:00:00
12000,50,3.0,2019-04-07 13:00:00
12025,48,8.0,2019-04-07 14:00:00
12030,38,5.0,2019-04-07 14:00:00
12031,24,1.0,2019-04-07 14:00:00
12049,50,3.0,2019-04-07 14:00:00
12070,47,1.0,2019-04-07 14:00:00
12071,8,8.0,2019-04-07 14:00:00
12088,24,2.0,2019-04-07 15:00:00
12105,50,7.0,2019-04-07 15:00:00
12120,38,5.0,2019-04-07 15:00:00
12125,47,1.0,2019-04-07 15:00:00
12153,8,5.0,2019-04-07 15:00:00
12159,48,6.0,2019-04-07 15:00:00
12186,48,7.0,2019-04-07 16:00:00
12189,50,8.0,2019-04-07 16:00:00
12197,38,2.0,2019-04-07 16:00:00
12209,24,3.0,2019-04-07 16:00:00
12224,8,7.0,2019-04-07 16:00:00
12235,47,3.0,2019-04-07 16:00:00
12242,8,4.0,2019-04-07 17:00:00
12253,47,9.0,2019-04-07 17:00:00
12262,50,6.0,2019-04-07 17:00:00
12294,38,4.0,2019-04-07 17:00:00
12303,48,6.0,2019-04-07 17:00:00
12305,24,3.0,2019-04-07 17:00:00
12330,50,4.0,2019-04-07 18:00:00
12335,24,2.0,2019-04-07 18:00:00
12371,38,5.0,2019-04-07 18:00:00
12380,8,2.0,2019-04-07 18:00:00
12386,48,5.0,2019-04-07 18:00:00
12387,47,4.0,2019-04-07 18:00:00
12389,47,1.0,2019-04-07 19:00:00
12390,8,6.0,2019-04-07 19:00:00
12404,24,5.0,2019-04-07 19:00:00
12425,38,6.0,2019-04-07 19:00:00
12450,50,7.0,2019-04-07 19:00:00
12463,48,3.0,2019-04-07 19:00:00
12466,47,2.0,2019-04-07 20:00:00
12467,38,2.0,2019-04-07 20:00:00
12472,24,5.0,2019-04-07 20:00:00
12483,50,13.0,2019-04-07 20:00:00
12520,8,6.0,2019-04-07 20:00:00
12536,48,1.0,2019-04-07 20:00:00
12558,38,5.0,2019-04-07 21:00:00
12562,50,8.0,2019-04-07 21:00:00
12575,47,4.0,2019-04-07 21:00:00
12585,8,7.0,2019-04-07 21:00:00
12594,24,2.0,2019-04-07 21:00:00
12603,48,1.0,2019-04-07 21:00:00
12620,48,1.0,2019-04-07 22:00:00
12627,47,6.0,2019-04-07 22:00:00
12642,50,8.0,2019-04-07 22:00:00
12643,8,5.0,2019-04-07 22:00:00
12672,24,2.0,2019-04-07 22:00:00
12687,38,4.0,2019-04-07 22:00:00
12692,47,6.0,2019-04-07 23:00:00
12695,48,3.0,2019-04-07 23:00:00
12697,38,5.0,2019-04-07 23:00:00
12701,8,3.0,2019-04-07 23:00:00
12708,50,7.0,2019-04-07 23:00:00
12722,24,1.0,2019-04-07 23:00:00
12778,24,3.0,2019-04-08 00:00:00
12779,8,6.0,2019-04-08 00:00:00
12811,48,2.0,2019-04-08 00:00:00
12837,50,5.0,2019-04-08 00:00:00
12839,47,3.0,2019-04-08 00:00:00
12841,38,2.0,2019-04-08 00:00:00
12853,50,7.0,2019-04-08 01:00:00
12868,47,8.0,2019-04-08 01:00:00
12876,38,6.0,2019-04-08 01:00:00
12881,8,7.0,2019-04-08 01:00:00
12888,24,5.0,2019-04-08 01:00:00
12908,48,6.0,2019-04-08 01:00:00
12954,48,7.0,2019-04-08 02:00:00
12955,47,9.0,2019-04-08 02:00:00
12956,50,7.0,2019-04-08 02:00:00
12959,24,6.0,2019-04-08 02:00:00
12968,8,6.0,2019-04-08 02:00:00
12994,38,6.0,2019-04-08 02:00:00
12999,38,9.0,2019-04-08 03:00:00
13000,50,8.0,2019-04-08 03:00:00
13001,47,6.0,2019-04-08 03:00:00
13015,48,7.0,2019-04-08 03:00:00
13027,24,6.0,2019-04-08 03:00:00
13062,8,8.0,2019-04-08 03:00:00
13075,47,7.0,2019-04-08 04:00:00
13101,38,9.0,2019-04-08 04:00:00
13113,8,7.0,2019-04-08 04:00:00
13116,48,5.0,2019-04-08 04:00:00
13127,50,6.0,2019-04-08 04:00:00
13128,24,6.0,2019-04-08 04:00:00
13167,50,9.0,2019-04-08 05:00:00
13169,47,7.0,2019-04-08 05:00:00
13183,8,6.0,2019-04-08 05:00:00
13202,38,8.0,2019-04-08 05:00:00
13203,48,5.0,2019-04-08 05:00:00
13218,24,9.0,2019-04-08 05:00:00
13227,38,8.0,2019-04-08 06:00:00
13255,50,14.0,2019-04-08 06:00:00
13257,24,9.0,2019-04-08 06:00:00
13266,47,7.0,2019-04-08 06:00:00
13275,48,9.0,2019-04-08 06:00:00
13277,8,8.0,2019-04-08 06:00:00
13305,24,4.0,2019-04-08 07:00:00
13306,47,8.0,2019-04-08 07:00:00
13308,50,3.0,2019-04-08 07:00:00
13347,8,7.0,2019-04-08 07:00:00
13364,48,7.0,2019-04-08 07:00:00
13368,38,6.0,2019-04-08 07:00:00
13389,48,7.0,2019-04-08 08:00:00
13392,50,8.0,2019-04-08 08:00:00
13402,24,6.0,2019-04-08 08:00:00
13428,8,5.0,2019-04-08 08:00:00
13447,47,6.0,2019-04-08 08:00:00
13450,38,8.0,2019-04-08 08:00:00
13453,50,11.0,2019-04-08 09:00:00
13473,24,6.0,2019-04-08 09:00:00
13478,8,5.0,2019-04-08 09:00:00
13498,48,6.0,2019-04-08 09:00:00
13515,38,5.0,2019-04-08 09:00:00
13527,47,7.0,2019-04-08 09:00:00
13543,50,6.0,2019-04-08 10:00:00
13566,47,9.0,2019-04-08 10:00:00
13571,48,5.0,2019-04-08 10:00:00
13581,38,7.0,2019-04-08 10:00:00
13593,24,1.0,2019-04-08 10:00:00
13600,8,10.0,2019-04-08 10:00:00
13611,47,7.0,2019-04-08 11:00:00
13635,38,6.0,2019-04-08 11:00:00
13647,50,7.0,2019-04-08 11:00:00
13649,24,3.0,2019-04-08 11:00:00
13654,8,14.0,2019-04-08 11:00:00
13678,48,6.0,2019-04-08 11:00:00
13704,48,7.0,2019-04-08 12:00:00
13723,24,2.0,2019-04-08 12:00:00
13732,38,4.0,2019-04-08 12:00:00
13744,8,9.0,2019-04-08 12:00:00
13745,50,7.0,2019-04-08 12:00:00
13752,47,4.0,2019-04-08 12:00:00
13769,50,5.0,2019-04-08 13:00:00
13781,38,5.0,2019-04-08 13:00:00
13808,24,3.0,2019-04-08 13:00:00
13812,48,7.0,2019-04-08 13:00:00
13816,8,7.0,2019-04-08 13:00:00
13818,47,4.0,2019-04-08 13:00:00
13841,48,12.0,2019-04-08 14:00:00
13854,38,9.0,2019-04-08 14:00:00
13857,47,2.0,2019-04-08 14:00:00
13858,24,4.0,2019-04-08 14:00:00
13869,50,7.0,2019-04-08 14:00:00
13903,8,8.0,2019-04-08 14:00:00
13927,8,5.0,2019-04-08 15:00:00
13935,24,5.0,2019-04-08 15:00:00
13944,47,1.0,2019-04-08 15:00:00
13951,48,9.0,2019-04-08 15:00:00
13965,50,9.0,2019-04-08 15:00:00
13983,38,4.0,2019-04-08 15:00:00
13987,8,10.0,2019-04-08 16:00:00
14002,48,10.0,2019-04-08 16:00:00
14030,24,1.0,2019-04-08 16:00:00
14034,38,1.0,2019-04-08 16:00:00
14046,47,6.0,2019-04-08 16:00:00
14055,50,5.0,2019-04-08 16:00:00
14089,24,2.0,2019-04-08 17:00:00
14090,47,4.0,2019-04-08 17:00:00
14095,38,1.0,2019-04-08 17:00:00
14100,50,9.0,2019-04-08 17:00:00
14111,48,8.0,2019-04-08 17:00:00
14124,8,6.0,2019-04-08 17:00:00
14142,48,8.0,2019-04-08 18:00:00
14145,47,3.0,2019-04-08 18:00:00
14152,38,5.0,2019-04-08 18:00:00
14153,50,10.0,2019-04-08 18:00:00
14185,8,9.0,2019-04-08 18:00:00
14207,24,2.0,2019-04-08 18:00:00
14224,8,1.0,2019-04-08 19:00:00
14248,38,8.0,2019-04-08 19:00:00
14251,47,6.0,2019-04-08 19:00:00
14260,50,12.0,2019-04-08 19:00:00
14266,48,3.0,2019-04-08 19:00:00
14286,24,4.0,2019-04-08 19:00:00
14300,8,1.0,2019-04-08 20:00:00
14330,48,4.0,2019-04-08 20:00:00
14336,47,2.0,2019-04-08 20:00:00
14342,38,6.0,2019-04-08 20:00:00
14345,24,3.0,2019-04-08 20:00:00
14362,50,11.0,2019-04-08 20:00:00
14365,48,8.0,2019-04-08 21:00:00
14370,47,2.0,2019-04-08 21:00:00
14389,50,9.0,2019-04-08 21:00:00
14390,38,6.0,2019-04-08 21:00:00
14409,8,6.0,2019-04-08 21:00:00
14431,24,4.0,2019-04-08 21:00:00
14441,47,5.0,2019-04-08 22:00:00
14465,50,8.0,2019-04-08 22:00:00
14476,48,5.0,2019-04-08 22:00:00
14485,24,3.0,2019-04-08 22:00:00
14496,38,3.0,2019-04-08 22:00:00
14510,8,3.0,2019-04-08 22:00:00
14529,38,3.0,2019-04-08 23:00:00
14533,24,2.0,2019-04-08 23:00:00
14576,47,3.0,2019-04-08 23:00:00
14577,50,5.0,2019-04-08 23:00:00
14582,48,3.0,2019-04-08 23:00:00
14586,8,4.0,2019-04-08 23:00:00
14598,47,1.0,2019-04-09 00:00:00
14599,24,3.0,2019-04-09 00:00:00
14602,50,5.0,2019-04-09 00:00:00
14622,38,5.0,2019-04-09 00:00:00
14641,48,4.0,2019-04-09 00:00:00
14650,8,9.0,2019-04-09 00:00:00
14670,50,5.0,2019-04-09 01:00:00
14677,47,5.0,2019-04-09 01:00:00
14687,48,1.0,2019-04-09 01:00:00
14726,38,3.0,2019-04-09 01:00:00
14730,24,5.0,2019-04-09 01:00:00
14740,8,2.0,2019-04-09 01:00:00
14745,47,5.0,2019-04-09 02:00:00
14748,48,2.0,2019-04-09 02:00:00
14753,50,3.0,2019-04-09 02:00:00
14770,24,4.0,2019-04-09 02:00:00
14775,38,4.0,2019-04-09 02:00:00
14797,8,4.0,2019-04-09 02:00:00
14827,38,1.0,2019-04-09 03:00:00
14838,48,2.0,2019-04-09 03:00:00
14859,47,6.0,2019-04-09 03:00:00
14862,24,3.0,2019-04-09 03:00:00
14867,50,6.0,2019-04-09 03:00:00
14877,8,1.0,2019-04-09 03:00:00
14900,24,5.0,2019-04-09 04:00:00
14938,8,3.0,2019-04-09 04:00:00
14946,48,2.0,2019-04-09 04:00:00
14955,47,8.0,2019-04-09 04:00:00
14962,38,2.0,2019-04-09 04:00:00
14970,50,3.0,2019-04-09 04:00:00
14972,8,3.0,2019-04-09 05:00:00
14974,48,2.0,2019-04-09 05:00:00
14975,47,8.0,2019-04-09 05:00:00
14995,24,3.0,2019-04-09 05:00:00
15032,38,4.0,2019-04-09 05:00:00
15041,50,3.0,2019-04-09 05:00:00
15049,8,2.0,2019-04-09 06:00:00
15072,24,2.0,2019-04-09 06:00:00
15091,47,5.0,2019-04-09 06:00:00
15096,48,3.0,2019-04-09 06:00:00
15102,50,5.0,2019-04-09 06:00:00
15111,38,2.0,2019-04-09 06:00:00
15133,50,5.0,2019-04-09 07:00:00
15138,48,3.0,2019-04-09 07:00:00
15155,24,2.0,2019-04-09 07:00:00
15175,38,4.0,2019-04-09 07:00:00
15184,8,6.0,2019-04-09 07:00:00
15195,47,2.0,2019-04-09 07:00:00
15208,50,6.0,2019-04-09 08:00:00
15231,48,6.0,2019-04-09 08:00:00
15245,24,2.0,2019-04-09 08:00:00
15266,38,3.0,2019-04-09 08:00:00
15270,47,1.0,2019-04-09 08:00:00
15272,8,8.0,2019-04-09 08:00:00
15282,50,7.0,2019-04-09 09:00:00
15288,47,3.0,2019-04-09 09:00:00
15296,48,7.0,2019-04-09 09:00:00
15299,38,9.0,2019-04-09 09:00:00
15328,24,5.0,2019-04-09 09:00:00
15346,8,7.0,2019-04-09 09:00:00
15352,38,9.0,2019-04-09 10:00:00
15363,8,11.0,2019-04-09 10:00:00
15395,47,4.0,2019-04-09 10:00:00
15401,24,4.0,2019-04-09 10:00:00
15409,50,8.0,2019-04-09 10:00:00
15419,48,5.0,2019-04-09 10:00:00
15439,47,3.0,2019-04-09 11:00:00
15454,48,9.0,2019-04-09 11:00:00
15465,24,6.0,2019-04-09 11:00:00
15469,38,10.0,2019-04-09 11:00:00
15480,8,10.0,2019-04-09 11:00:00
15488,50,4.0,2019-04-09 11:00:00
15513,24,3.0,2019-04-09 12:00:00
15530,50,4.0,2019-04-09 12:00:00
15545,38,6.0,2019-04-09 12:00:00
15554,47,4.0,2019-04-09 12:00:00
15558,8,5.0,2019-04-09 12:00:00
15572,48,6.0,2019-04-09 12:00:00
15580,8,5.0,2019-04-09 13:00:00
15588,38,2.0,2019-04-09 13:00:00
15593,48,7.0,2019-04-09 13:00:00
15600,47,1.0,2019-04-09 13:00:00
15642,50,8.0,2019-04-09 13:00:00
15643,24,4.0,2019-04-09 13:00:00
15667,24,4.0,2019-04-09 14:00:00
15689,47,6.0,2019-04-09 14:00:00
15714,8,2.0,2019-04-09 14:00:00
15715,48,7.0,2019-04-09 14:00:00
15718,50,8.0,2019-04-09 14:00:00
15722,38,3.0,2019-04-09 14:00:00
15749,8,11.0,2019-04-09 15:00:00
15769,47,5.0,2019-04-09 15:00:00
15778,38,2.0,2019-04-09 15:00:00
15784,48,4.0,2019-04-09 15:00:00
15793,24,4.0,2019-04-09 15:00:00
15798,50,9.0,2019-04-09 15:00:00
15811,48,3.0,2019-04-09 16:00:00
15818,24,3.0,2019-04-09 16:00:00
15836,8,15.0,2019-04-09 16:00:00
15855,50,9.0,2019-04-09 16:00:00
15869,38,4.0,2019-04-09 16:00:00
15878,47,6.0,2019-04-09 16:00:00
15904,38,2.0,2019-04-09 17:00:00
15906,24,1.0,2019-04-09 17:00:00
15922,48,4.0,2019-04-09 17:00:00
15925,50,10.0,2019-04-09 17:00:00
15926,8,5.0,2019-04-09 17:00:00
15932,47,1.0,2019-04-09 17:00:00
15988,48,5.0,2019-04-09 18:00:00
16008,24,2.0,2019-04-09 18:00:00
16023,38,9.0,2019-04-09 18:00:00
16025,8,7.0,2019-04-09 18:00:00
16030,47,1.0,2019-04-09 18:00:00
16033,50,8.0,2019-04-09 18:00:00
16042,47,3.0,2019-04-09 19:00:00
16070,24,1.0,2019-04-09 19:00:00
16085,50,2.0,2019-04-09 19:00:00
16091,38,3.0,2019-04-09 19:00:00
16103,8,5.0,2019-04-09 19:00:00
