,estacion,concentracion,dt
12393,47,2.0,2019-04-07 19:00:00
12395,8,10.0,2019-04-07 19:00:00
12397,40,28.0,2019-04-07 19:00:00
12398,36,7.0,2019-04-07 19:00:00
12405,24,6.0,2019-04-07 19:00:00
12426,38,8.0,2019-04-07 19:00:00
12433,18,8.0,2019-04-07 19:00:00
12434,60,59.0,2019-04-07 19:00:00
12438,57,50.0,2019-04-07 19:00:00
12452,50,14.0,2019-04-07 19:00:00
12455,55,10.0,2019-04-07 19:00:00
12461,48,4.0,2019-04-07 19:00:00
12481,38,4.0,2019-04-07 20:00:00
12484,40,23.0,2019-04-07 20:00:00
12490,55,10.0,2019-04-07 20:00:00
12491,18,6.0,2019-04-07 20:00:00
12504,24,6.0,2019-04-07 20:00:00
12512,48,1.0,2019-04-07 20:00:00
12514,36,6.0,2019-04-07 20:00:00
12515,8,9.0,2019-04-07 20:00:00
12516,57,36.0,2019-04-07 20:00:00
12522,50,16.0,2019-04-07 20:00:00
12524,60,27.0,2019-04-07 20:00:00
12539,47,2.0,2019-04-07 20:00:00
12541,57,19.0,2019-04-07 21:00:00
12542,24,3.0,2019-04-07 21:00:00
12543,48,3.0,2019-04-07 21:00:00
12548,55,11.0,2019-04-07 21:00:00
12559,40,12.0,2019-04-07 21:00:00
12560,50,14.0,2019-04-07 21:00:00
12574,18,8.0,2019-04-07 21:00:00
12587,60,16.0,2019-04-07 21:00:00
12588,47,4.0,2019-04-07 21:00:00
12593,8,9.0,2019-04-07 21:00:00
12597,38,6.0,2019-04-07 21:00:00
12615,36,10.0,2019-04-07 21:00:00
12617,40,14.0,2019-04-07 22:00:00
12624,47,6.0,2019-04-07 22:00:00
12630,48,3.0,2019-04-07 22:00:00
12632,60,5.0,2019-04-07 22:00:00
12638,55,6.0,2019-04-07 22:00:00
12645,36,8.0,2019-04-07 22:00:00
12648,57,12.0,2019-04-07 22:00:00
12650,8,8.0,2019-04-07 22:00:00
12651,50,15.0,2019-04-07 22:00:00
12668,18,8.0,2019-04-07 22:00:00
12680,24,3.0,2019-04-07 22:00:00
12682,38,6.0,2019-04-07 22:00:00
12699,38,8.0,2019-04-07 23:00:00
12700,40,13.0,2019-04-07 23:00:00
12706,48,7.0,2019-04-07 23:00:00
12712,47,6.0,2019-04-07 23:00:00
12717,50,13.0,2019-04-07 23:00:00
12720,24,2.0,2019-04-07 23:00:00
12729,55,18.0,2019-04-07 23:00:00
12733,18,8.0,2019-04-07 23:00:00
12743,8,6.0,2019-04-07 23:00:00
12744,36,9.0,2019-04-07 23:00:00
12760,57,7.0,2019-04-07 23:00:00
12764,60,9.0,2019-04-07 23:00:00
12773,60,24.0,2019-04-08 00:00:00
12776,36,26.0,2019-04-08 00:00:00
12783,24,4.0,2019-04-08 00:00:00
12784,55,9.0,2019-04-08 00:00:00
12789,57,26.0,2019-04-08 00:00:00
12795,38,4.0,2019-04-08 00:00:00
12805,18,6.0,2019-04-08 00:00:00
12810,48,4.0,2019-04-08 00:00:00
12815,47,5.0,2019-04-08 00:00:00
12825,50,6.0,2019-04-08 00:00:00
12830,40,13.0,2019-04-08 00:00:00
12840,8,9.0,2019-04-08 00:00:00
12844,24,8.0,2019-04-08 01:00:00
12857,57,8.0,2019-04-08 01:00:00
12858,8,10.0,2019-04-08 01:00:00
12859,36,13.0,2019-04-08 01:00:00
12860,48,10.0,2019-04-08 01:00:00
12863,50,12.0,2019-04-08 01:00:00
12871,60,8.0,2019-04-08 01:00:00
12887,55,24.0,2019-04-08 01:00:00
12898,40,10.0,2019-04-08 01:00:00
12901,47,8.0,2019-04-08 01:00:00
12914,18,11.0,2019-04-08 01:00:00
12918,38,10.0,2019-04-08 01:00:00
12925,50,13.0,2019-04-08 02:00:00
12928,24,9.0,2019-04-08 02:00:00
12931,36,13.0,2019-04-08 02:00:00
12945,55,10.0,2019-04-08 02:00:00
12952,38,11.0,2019-04-08 02:00:00
12957,47,10.0,2019-04-08 02:00:00
12962,48,11.0,2019-04-08 02:00:00
12970,18,11.0,2019-04-08 02:00:00
12982,57,8.0,2019-04-08 02:00:00
12989,60,6.0,2019-04-08 02:00:00
12991,8,11.0,2019-04-08 02:00:00
12995,40,6.0,2019-04-08 02:00:00
13002,47,7.0,2019-04-08 03:00:00
13003,48,9.0,2019-04-08 03:00:00
13008,24,8.0,2019-04-08 03:00:00
13016,18,9.0,2019-04-08 03:00:00
13017,38,13.0,2019-04-08 03:00:00
13026,50,12.0,2019-04-08 03:00:00
13029,36,8.0,2019-04-08 03:00:00
13034,40,3.0,2019-04-08 03:00:00
13040,55,2.0,2019-04-08 03:00:00
13045,8,10.0,2019-04-08 03:00:00
13047,57,5.0,2019-04-08 03:00:00
13069,60,1.0,2019-04-08 03:00:00
13083,48,8.0,2019-04-08 04:00:00
13085,8,9.0,2019-04-08 04:00:00
13086,57,6.0,2019-04-08 04:00:00
13093,47,8.0,2019-04-08 04:00:00
13095,50,8.0,2019-04-08 04:00:00
13099,60,8.0,2019-04-08 04:00:00
13103,18,10.0,2019-04-08 04:00:00
13117,38,11.0,2019-04-08 04:00:00
13120,55,14.0,2019-04-08 04:00:00
13139,40,3.0,2019-04-08 04:00:00
13142,24,7.0,2019-04-08 04:00:00
13145,36,8.0,2019-04-08 04:00:00
13159,55,20.0,2019-04-08 05:00:00
13160,36,10.0,2019-04-08 05:00:00
13162,38,13.0,2019-04-08 05:00:00
13166,60,2.0,2019-04-08 05:00:00
13173,40,7.0,2019-04-08 05:00:00
13189,48,9.0,2019-04-08 05:00:00
13192,50,11.0,2019-04-08 05:00:00
13193,24,11.0,2019-04-08 05:00:00
13205,8,9.0,2019-04-08 05:00:00
13207,18,11.0,2019-04-08 05:00:00
13217,57,1.0,2019-04-08 05:00:00
13223,47,8.0,2019-04-08 05:00:00
13225,57,4.0,2019-04-08 06:00:00
13242,48,12.0,2019-04-08 06:00:00
13248,18,14.0,2019-04-08 06:00:00
13254,36,11.0,2019-04-08 06:00:00
13258,50,19.0,2019-04-08 06:00:00
13263,40,8.0,2019-04-08 06:00:00
13268,47,8.0,2019-04-08 06:00:00
13278,38,12.0,2019-04-08 06:00:00
13281,24,11.0,2019-04-08 06:00:00
13284,60,6.0,2019-04-08 06:00:00
13286,55,13.0,2019-04-08 06:00:00
13292,8,10.0,2019-04-08 06:00:00
13311,36,11.0,2019-04-08 07:00:00
13313,55,11.0,2019-04-08 07:00:00
13314,18,10.0,2019-04-08 07:00:00
13315,38,10.0,2019-04-08 07:00:00
13327,40,7.0,2019-04-08 07:00:00
13333,60,6.0,2019-04-08 07:00:00
13335,8,10.0,2019-04-08 07:00:00
13336,47,8.0,2019-04-08 07:00:00
13339,50,8.0,2019-04-08 07:00:00
13344,57,6.0,2019-04-08 07:00:00
13350,24,6.0,2019-04-08 07:00:00
13352,48,10.0,2019-04-08 07:00:00
13376,38,11.0,2019-04-08 08:00:00
13381,24,7.0,2019-04-08 08:00:00
13405,18,5.0,2019-04-08 08:00:00
13409,40,6.0,2019-04-08 08:00:00
13420,36,9.0,2019-04-08 08:00:00
13425,50,13.0,2019-04-08 08:00:00
13427,55,21.0,2019-04-08 08:00:00
13437,57,9.0,2019-04-08 08:00:00
13440,60,6.0,2019-04-08 08:00:00
13442,47,6.0,2019-04-08 08:00:00
13446,48,9.0,2019-04-08 08:00:00
13451,8,9.0,2019-04-08 08:00:00
13454,40,6.0,2019-04-08 09:00:00
13466,55,12.0,2019-04-08 09:00:00
13467,38,7.0,2019-04-08 09:00:00
13486,60,9.0,2019-04-08 09:00:00
13489,48,9.0,2019-04-08 09:00:00
13492,18,5.0,2019-04-08 09:00:00
13497,57,15.0,2019-04-08 09:00:00
13499,47,8.0,2019-04-08 09:00:00
13501,36,8.0,2019-04-08 09:00:00
13505,50,14.0,2019-04-08 09:00:00
13517,8,9.0,2019-04-08 09:00:00
13520,24,6.0,2019-04-08 09:00:00
13534,38,11.0,2019-04-08 10:00:00
13536,48,10.0,2019-04-08 10:00:00
13545,8,14.0,2019-04-08 10:00:00
13549,18,4.0,2019-04-08 10:00:00
13564,47,9.0,2019-04-08 10:00:00
13568,24,2.0,2019-04-08 10:00:00
13576,36,10.0,2019-04-08 10:00:00
13583,57,7.0,2019-04-08 10:00:00
13586,60,11.0,2019-04-08 10:00:00
13589,55,19.0,2019-04-08 10:00:00
13596,50,10.0,2019-04-08 10:00:00
13598,40,7.0,2019-04-08 10:00:00
13613,55,20.0,2019-04-08 11:00:00
13616,36,11.0,2019-04-08 11:00:00
13624,40,3.0,2019-04-08 11:00:00
13626,8,21.0,2019-04-08 11:00:00
13633,47,7.0,2019-04-08 11:00:00
13637,18,5.0,2019-04-08 11:00:00
13641,38,10.0,2019-04-08 11:00:00
13646,50,7.0,2019-04-08 11:00:00
13651,48,12.0,2019-04-08 11:00:00
13667,24,4.0,2019-04-08 11:00:00
13670,57,6.0,2019-04-08 11:00:00
13671,60,9.0,2019-04-08 11:00:00
13681,60,5.0,2019-04-08 12:00:00
13684,47,4.0,2019-04-08 12:00:00
13697,36,8.0,2019-04-08 12:00:00
13699,40,6.0,2019-04-08 12:00:00
13709,18,5.0,2019-04-08 12:00:00
13713,48,12.0,2019-04-08 12:00:00
13716,38,8.0,2019-04-08 12:00:00
13724,50,8.0,2019-04-08 12:00:00
13737,24,3.0,2019-04-08 12:00:00
13741,57,10.0,2019-04-08 12:00:00
13746,55,38.0,2019-04-08 12:00:00
13747,8,15.0,2019-04-08 12:00:00
13761,48,11.0,2019-04-08 13:00:00
13768,57,6.0,2019-04-08 13:00:00
13777,36,8.0,2019-04-08 13:00:00
13786,24,3.0,2019-04-08 13:00:00
13788,47,5.0,2019-04-08 13:00:00
13804,18,5.0,2019-04-08 13:00:00
13817,55,34.0,2019-04-08 13:00:00
13824,8,13.0,2019-04-08 13:00:00
13825,60,6.0,2019-04-08 13:00:00
13827,50,9.0,2019-04-08 13:00:00
13829,38,9.0,2019-04-08 13:00:00
13830,40,1.0,2019-04-08 13:00:00
13833,38,14.0,2019-04-08 14:00:00
13834,8,17.0,2019-04-08 14:00:00
13835,55,11.0,2019-04-08 14:00:00
13837,50,9.0,2019-04-08 14:00:00
13849,40,1.0,2019-04-08 14:00:00
13855,47,4.0,2019-04-08 14:00:00
13859,36,12.0,2019-04-08 14:00:00
13868,18,6.0,2019-04-08 14:00:00
13875,60,3.0,2019-04-08 14:00:00
13878,57,8.0,2019-04-08 14:00:00
13893,48,18.0,2019-04-08 14:00:00
13905,24,5.0,2019-04-08 14:00:00
13910,60,1.0,2019-04-08 15:00:00
13911,38,11.0,2019-04-08 15:00:00
13916,40,1.0,2019-04-08 15:00:00
13931,8,13.0,2019-04-08 15:00:00
13933,57,3.0,2019-04-08 15:00:00
13948,24,7.0,2019-04-08 15:00:00
13950,48,14.0,2019-04-08 15:00:00
13954,50,13.0,2019-04-08 15:00:00
13956,47,2.0,2019-04-08 15:00:00
13979,36,10.0,2019-04-08 15:00:00
13980,55,7.0,2019-04-08 15:00:00
13982,18,2.0,2019-04-08 15:00:00
13992,36,12.0,2019-04-08 16:00:00
14001,8,16.0,2019-04-08 16:00:00
14005,55,4.0,2019-04-08 16:00:00
14008,47,8.0,2019-04-08 16:00:00
14009,60,1.0,2019-04-08 16:00:00
14010,24,4.0,2019-04-08 16:00:00
14017,18,8.0,2019-04-08 16:00:00
14037,38,12.0,2019-04-08 16:00:00
14039,57,1.0,2019-04-08 16:00:00
14050,40,1.0,2019-04-08 16:00:00
14051,50,9.0,2019-04-08 16:00:00
14054,48,18.0,2019-04-08 16:00:00
14063,55,17.0,2019-04-08 17:00:00
14064,36,17.0,2019-04-08 17:00:00
14067,60,1.0,2019-04-08 17:00:00
14082,48,13.0,2019-04-08 17:00:00
14083,47,6.0,2019-04-08 17:00:00
14088,8,12.0,2019-04-08 17:00:00
14094,50,18.0,2019-04-08 17:00:00
14101,24,4.0,2019-04-08 17:00:00
14118,40,4.0,2019-04-08 17:00:00
14128,38,8.0,2019-04-08 17:00:00
14129,57,1.0,2019-04-08 17:00:00
14131,18,6.0,2019-04-08 17:00:00
14141,48,14.0,2019-04-08 18:00:00
14144,47,6.0,2019-04-08 18:00:00
14146,40,12.0,2019-04-08 18:00:00
14151,38,8.0,2019-04-08 18:00:00
14155,50,18.0,2019-04-08 18:00:00
14158,60,6.0,2019-04-08 18:00:00
14164,57,9.0,2019-04-08 18:00:00
14171,55,25.0,2019-04-08 18:00:00
14184,36,11.0,2019-04-08 18:00:00
14192,8,14.0,2019-04-08 18:00:00
14195,18,5.0,2019-04-08 18:00:00
14206,24,4.0,2019-04-08 18:00:00
14223,8,7.0,2019-04-08 19:00:00
14230,18,7.0,2019-04-08 19:00:00
14233,36,11.0,2019-04-08 19:00:00
14234,57,3.0,2019-04-08 19:00:00
14237,40,11.0,2019-04-08 19:00:00
14247,38,10.0,2019-04-08 19:00:00
14255,55,17.0,2019-04-08 19:00:00
14256,50,24.0,2019-04-08 19:00:00
14259,47,8.0,2019-04-08 19:00:00
14265,48,6.0,2019-04-08 19:00:00
14278,24,6.0,2019-04-08 19:00:00
14282,60,2.0,2019-04-08 19:00:00
14298,8,5.0,2019-04-08 20:00:00
14299,18,9.0,2019-04-08 20:00:00
14312,60,31.0,2019-04-08 20:00:00
14324,57,33.0,2019-04-08 20:00:00
14326,38,9.0,2019-04-08 20:00:00
14327,48,8.0,2019-04-08 20:00:00
14331,36,10.0,2019-04-08 20:00:00
14335,47,4.0,2019-04-08 20:00:00
14341,40,6.0,2019-04-08 20:00:00
14347,24,6.0,2019-04-08 20:00:00
14353,55,16.0,2019-04-08 20:00:00
14361,50,17.0,2019-04-08 20:00:00
14368,48,12.0,2019-04-08 21:00:00
14372,40,31.0,2019-04-08 21:00:00
14377,38,12.0,2019-04-08 21:00:00
14378,47,5.0,2019-04-08 21:00:00
14381,50,13.0,2019-04-08 21:00:00
14387,57,12.0,2019-04-08 21:00:00
14394,55,15.0,2019-04-08 21:00:00
14401,36,21.0,2019-04-08 21:00:00
14408,8,12.0,2019-04-08 21:00:00
14416,60,10.0,2019-04-08 21:00:00
14430,24,6.0,2019-04-08 21:00:00
14436,18,9.0,2019-04-08 21:00:00
14446,18,9.0,2019-04-08 22:00:00
14448,40,9.0,2019-04-08 22:00:00
14460,47,16.0,2019-04-08 22:00:00
14462,55,11.0,2019-04-08 22:00:00
14467,24,5.0,2019-04-08 22:00:00
14468,50,16.0,2019-04-08 22:00:00
14475,48,9.0,2019-04-08 22:00:00
14484,60,9.0,2019-04-08 22:00:00
14487,38,8.0,2019-04-08 22:00:00
14489,57,12.0,2019-04-08 22:00:00
14502,36,31.0,2019-04-08 22:00:00
14513,8,10.0,2019-04-08 22:00:00
14517,18,10.0,2019-04-08 23:00:00
14525,50,14.0,2019-04-08 23:00:00
14540,57,3.0,2019-04-08 23:00:00
14545,38,8.0,2019-04-08 23:00:00
14548,36,29.0,2019-04-08 23:00:00
14558,24,4.0,2019-04-08 23:00:00
14564,8,10.0,2019-04-08 23:00:00
14578,48,7.0,2019-04-08 23:00:00
14579,47,18.0,2019-04-08 23:00:00
14581,60,7.0,2019-04-08 23:00:00
14585,40,14.0,2019-04-08 23:00:00
14587,55,11.0,2019-04-08 23:00:00
14592,36,13.0,2019-04-09 00:00:00
14601,47,2.0,2019-04-09 00:00:00
14610,18,4.0,2019-04-09 00:00:00
14616,57,31.0,2019-04-09 00:00:00
14625,38,7.0,2019-04-09 00:00:00
14630,60,32.0,2019-04-09 00:00:00
14644,50,11.0,2019-04-09 00:00:00
14653,8,13.0,2019-04-09 00:00:00
14654,55,6.0,2019-04-09 00:00:00
14661,24,3.0,2019-04-09 00:00:00
14663,48,6.0,2019-04-09 00:00:00
14665,40,45.0,2019-04-09 00:00:00
14673,50,5.0,2019-04-09 01:00:00
14675,60,1.0,2019-04-09 01:00:00
14680,47,6.0,2019-04-09 01:00:00
14681,48,3.0,2019-04-09 01:00:00
14684,55,11.0,2019-04-09 01:00:00
14694,57,3.0,2019-04-09 01:00:00
14701,18,5.0,2019-04-09 01:00:00
14707,24,5.0,2019-04-09 01:00:00
14708,38,5.0,2019-04-09 01:00:00
14727,36,6.0,2019-04-09 01:00:00
14729,40,8.0,2019-04-09 01:00:00
14736,8,5.0,2019-04-09 01:00:00
14746,18,3.0,2019-04-09 02:00:00
14749,48,4.0,2019-04-09 02:00:00
14755,47,5.0,2019-04-09 02:00:00
14759,24,4.0,2019-04-09 02:00:00
14771,36,5.0,2019-04-09 02:00:00
14777,38,7.0,2019-04-09 02:00:00
14782,40,1.0,2019-04-09 02:00:00
14792,50,3.0,2019-04-09 02:00:00
14794,57,1.0,2019-04-09 02:00:00
14800,8,6.0,2019-04-09 02:00:00
14805,60,1.0,2019-04-09 02:00:00
14816,55,16.0,2019-04-09 02:00:00
14828,60,3.0,2019-04-09 03:00:00
14834,48,3.0,2019-04-09 03:00:00
14842,36,5.0,2019-04-09 03:00:00
14843,47,6.0,2019-04-09 03:00:00
14847,57,3.0,2019-04-09 03:00:00
14851,40,7.0,2019-04-09 03:00:00
14854,24,4.0,2019-04-09 03:00:00
14863,50,10.0,2019-04-09 03:00:00
14865,55,13.0,2019-04-09 03:00:00
14869,38,3.0,2019-04-09 03:00:00
14884,8,4.0,2019-04-09 03:00:00
14889,18,4.0,2019-04-09 03:00:00
14901,18,5.0,2019-04-09 04:00:00
14910,55,10.0,2019-04-09 04:00:00
14913,57,3.0,2019-04-09 04:00:00
14914,8,5.0,2019-04-09 04:00:00
14916,38,5.0,2019-04-09 04:00:00
14925,60,2.0,2019-04-09 04:00:00
14939,47,8.0,2019-04-09 04:00:00
14942,48,5.0,2019-04-09 04:00:00
14947,36,4.0,2019-04-09 04:00:00
14951,24,6.0,2019-04-09 04:00:00
14954,40,11.0,2019-04-09 04:00:00
14963,50,6.0,2019-04-09 04:00:00
14979,8,4.0,2019-04-09 05:00:00
14980,47,8.0,2019-04-09 05:00:00
14986,36,6.0,2019-04-09 05:00:00
14993,18,5.0,2019-04-09 05:00:00
14998,24,5.0,2019-04-09 05:00:00
15000,40,5.0,2019-04-09 05:00:00
15018,38,7.0,2019-04-09 05:00:00
15021,60,5.0,2019-04-09 05:00:00
15027,57,8.0,2019-04-09 05:00:00
15033,55,4.0,2019-04-09 05:00:00
15039,50,9.0,2019-04-09 05:00:00
15047,48,5.0,2019-04-09 05:00:00
15050,8,4.0,2019-04-09 06:00:00
15060,24,4.0,2019-04-09 06:00:00
15067,18,6.0,2019-04-09 06:00:00
15077,38,5.0,2019-04-09 06:00:00
15088,55,11.0,2019-04-09 06:00:00
15090,40,3.0,2019-04-09 06:00:00
15093,47,5.0,2019-04-09 06:00:00
15098,48,6.0,2019-04-09 06:00:00
15100,50,7.0,2019-04-09 06:00:00
15104,57,2.0,2019-04-09 06:00:00
15112,60,2.0,2019-04-09 06:00:00
15123,36,6.0,2019-04-09 06:00:00
15137,48,6.0,2019-04-09 07:00:00
15142,57,3.0,2019-04-09 07:00:00
15143,60,3.0,2019-04-09 07:00:00
15144,55,11.0,2019-04-09 07:00:00
15147,50,8.0,2019-04-09 07:00:00
15156,24,5.0,2019-04-09 07:00:00
15157,40,6.0,2019-04-09 07:00:00
15159,38,8.0,2019-04-09 07:00:00
15171,36,10.0,2019-04-09 07:00:00
15177,18,5.0,2019-04-09 07:00:00
15188,8,11.0,2019-04-09 07:00:00
15198,47,3.0,2019-04-09 07:00:00
15202,55,16.0,2019-04-09 08:00:00
15204,50,14.0,2019-04-09 08:00:00
15215,60,3.0,2019-04-09 08:00:00
15224,57,4.0,2019-04-09 08:00:00
15229,48,11.0,2019-04-09 08:00:00
15243,24,5.0,2019-04-09 08:00:00
15249,18,9.0,2019-04-09 08:00:00
15251,36,12.0,2019-04-09 08:00:00
15253,47,3.0,2019-04-09 08:00:00
15257,40,6.0,2019-04-09 08:00:00
15264,38,9.0,2019-04-09 08:00:00
15274,8,15.0,2019-04-09 08:00:00
15277,50,24.0,2019-04-09 09:00:00
15279,24,9.0,2019-04-09 09:00:00
15294,48,14.0,2019-04-09 09:00:00
15300,47,5.0,2019-04-09 09:00:00
15310,60,12.0,2019-04-09 09:00:00
15313,18,11.0,2019-04-09 09:00:00
15315,57,10.0,2019-04-09 09:00:00
15326,36,15.0,2019-04-09 09:00:00
15327,55,16.0,2019-04-09 09:00:00
15337,40,18.0,2019-04-09 09:00:00
15339,8,18.0,2019-04-09 09:00:00
15342,38,19.0,2019-04-09 09:00:00
15359,38,21.0,2019-04-09 10:00:00
15367,8,25.0,2019-04-09 10:00:00
15380,60,14.0,2019-04-09 10:00:00
15390,57,13.0,2019-04-09 10:00:00
15391,36,19.0,2019-04-09 10:00:00
15404,40,14.0,2019-04-09 10:00:00
15406,50,21.0,2019-04-09 10:00:00
15412,47,6.0,2019-04-09 10:00:00
15415,24,9.0,2019-04-09 10:00:00
15416,18,14.0,2019-04-09 10:00:00
15420,55,19.0,2019-04-09 10:00:00
15427,48,14.0,2019-04-09 10:00:00
15431,47,6.0,2019-04-09 11:00:00
15437,57,7.0,2019-04-09 11:00:00
15440,40,11.0,2019-04-09 11:00:00
15441,36,19.0,2019-04-09 11:00:00
15445,48,18.0,2019-04-09 11:00:00
15458,60,3.0,2019-04-09 11:00:00
15461,18,16.0,2019-04-09 11:00:00
15472,50,14.0,2019-04-09 11:00:00
15475,8,23.0,2019-04-09 11:00:00
15476,55,17.0,2019-04-09 11:00:00
15486,38,20.0,2019-04-09 11:00:00
15500,24,10.0,2019-04-09 11:00:00
15508,57,18.0,2019-04-09 12:00:00
15515,24,7.0,2019-04-09 12:00:00
15516,55,17.0,2019-04-09 12:00:00
15519,50,11.0,2019-04-09 12:00:00
15537,8,16.0,2019-04-09 12:00:00
15539,18,11.0,2019-04-09 12:00:00
15547,47,6.0,2019-04-09 12:00:00
15552,36,13.0,2019-04-09 12:00:00
15553,60,12.0,2019-04-09 12:00:00
15561,38,13.0,2019-04-09 12:00:00
15564,48,14.0,2019-04-09 12:00:00
15568,40,17.0,2019-04-09 12:00:00
15597,8,13.0,2019-04-09 13:00:00
15599,60,3.0,2019-04-09 13:00:00
15603,40,7.0,2019-04-09 13:00:00
15605,36,11.0,2019-04-09 13:00:00
15607,47,3.0,2019-04-09 13:00:00
15610,38,6.0,2019-04-09 13:00:00
15626,57,5.0,2019-04-09 13:00:00
15628,24,7.0,2019-04-09 13:00:00
15632,50,16.0,2019-04-09 13:00:00
15648,55,19.0,2019-04-09 13:00:00
15650,48,14.0,2019-04-09 13:00:00
15653,18,7.0,2019-04-09 13:00:00
15663,47,7.0,2019-04-09 14:00:00
15665,48,14.0,2019-04-09 14:00:00
15671,60,8.0,2019-04-09 14:00:00
15685,57,6.0,2019-04-09 14:00:00
15692,24,6.0,2019-04-09 14:00:00
15693,40,10.0,2019-04-09 14:00:00
15697,8,12.0,2019-04-09 14:00:00
15705,18,11.0,2019-04-09 14:00:00
15710,50,19.0,2019-04-09 14:00:00
15720,36,16.0,2019-04-09 14:00:00
15725,55,20.0,2019-04-09 14:00:00
15731,38,9.0,2019-04-09 14:00:00
15738,60,22.0,2019-04-09 15:00:00
15751,8,20.0,2019-04-09 15:00:00
15759,57,22.0,2019-04-09 15:00:00
15764,55,14.0,2019-04-09 15:00:00
15767,47,6.0,2019-04-09 15:00:00
15772,36,14.0,2019-04-09 15:00:00
15777,40,9.0,2019-04-09 15:00:00
15779,38,6.0,2019-04-09 15:00:00
15796,50,19.0,2019-04-09 15:00:00
15797,24,6.0,2019-04-09 15:00:00
15805,48,10.0,2019-04-09 15:00:00
15806,18,6.0,2019-04-09 15:00:00
15810,60,6.0,2019-04-09 16:00:00
15813,18,8.0,2019-04-09 16:00:00
15820,24,3.0,2019-04-09 16:00:00
15838,8,20.0,2019-04-09 16:00:00
15848,36,8.0,2019-04-09 16:00:00
15849,50,16.0,2019-04-09 16:00:00
15853,55,12.0,2019-04-09 16:00:00
15859,57,2.0,2019-04-09 16:00:00
15870,38,8.0,2019-04-09 16:00:00
15876,40,2.0,2019-04-09 16:00:00
15879,47,5.0,2019-04-09 16:00:00
15881,48,7.0,2019-04-09 16:00:00
15886,55,10.0,2019-04-09 17:00:00
15891,18,5.0,2019-04-09 17:00:00
15897,60,1.0,2019-04-09 17:00:00
15900,38,8.0,2019-04-09 17:00:00
15907,24,1.0,2019-04-09 17:00:00
15916,48,7.0,2019-04-09 17:00:00
15928,50,15.0,2019-04-09 17:00:00
15929,8,31.0,2019-04-09 17:00:00
15930,47,1.0,2019-04-09 17:00:00
15940,40,7.0,2019-04-09 17:00:00
15949,57,2.0,2019-04-09 17:00:00
15957,36,55.0,2019-04-09 17:00:00
15965,18,4.0,2019-04-09 18:00:00
15971,50,13.0,2019-04-09 18:00:00
15974,8,29.0,2019-04-09 18:00:00
15978,38,15.0,2019-04-09 18:00:00
15981,24,3.0,2019-04-09 18:00:00
15982,40,5.0,2019-04-09 18:00:00
15989,48,8.0,2019-04-09 18:00:00
15990,36,54.0,2019-04-09 18:00:00
16009,55,13.0,2019-04-09 18:00:00
16016,47,2.0,2019-04-09 18:00:00
16031,57,1.0,2019-04-09 18:00:00
16034,60,1.0,2019-04-09 18:00:00
16036,55,10.0,2019-04-09 19:00:00
16038,48,3.0,2019-04-09 19:00:00
16044,38,10.0,2019-04-09 19:00:00
16054,47,6.0,2019-04-09 19:00:00
16062,50,5.0,2019-04-09 19:00:00
16073,18,6.0,2019-04-09 19:00:00
16078,57,1.0,2019-04-09 19:00:00
16092,24,3.0,2019-04-09 19:00:00
16094,8,11.0,2019-04-09 19:00:00
16099,36,29.0,2019-04-09 19:00:00
16100,60,3.0,2019-04-09 19:00:00
16105,40,10.0,2019-04-09 19:00:00
16122,57,5.0,2019-04-09 20:00:00
16124,38,6.0,2019-04-09 20:00:00
16131,47,5.0,2019-04-09 20:00:00
16146,36,45.0,2019-04-09 20:00:00
16147,60,6.0,2019-04-09 20:00:00
16151,48,5.0,2019-04-09 20:00:00
16152,40,20.0,2019-04-09 20:00:00
16158,50,9.0,2019-04-09 20:00:00
16159,24,1.0,2019-04-09 20:00:00
16171,55,8.0,2019-04-09 20:00:00
16175,8,9.0,2019-04-09 20:00:00
16186,18,4.0,2019-04-09 20:00:00
16193,40,38.0,2019-04-09 21:00:00
16199,8,9.0,2019-04-09 21:00:00
16204,48,10.0,2019-04-09 21:00:00
16207,18,5.0,2019-04-09 21:00:00
16210,47,4.0,2019-04-09 21:00:00
16217,38,9.0,2019-04-09 21:00:00
16232,50,9.0,2019-04-09 21:00:00
16243,60,47.0,2019-04-09 21:00:00
16249,55,7.0,2019-04-09 21:00:00
16250,36,30.0,2019-04-09 21:00:00
16251,57,51.0,2019-04-09 21:00:00
16263,24,2.0,2019-04-09 21:00:00
16264,60,2.0,2019-04-09 22:00:00
16271,47,2.0,2019-04-09 22:00:00
16273,8,8.0,2019-04-09 22:00:00
16279,48,8.0,2019-04-09 22:00:00
16292,18,5.0,2019-04-09 22:00:00
16295,36,32.0,2019-04-09 22:00:00
16301,38,6.0,2019-04-09 22:00:00
16321,57,4.0,2019-04-09 22:00:00
16332,24,2.0,2019-04-09 22:00:00
16333,55,9.0,2019-04-09 22:00:00
16336,50,10.0,2019-04-09 22:00:00
16337,40,9.0,2019-04-09 22:00:00
16346,48,6.0,2019-04-09 23:00:00
16353,8,17.0,2019-04-09 23:00:00
16363,47,3.0,2019-04-09 23:00:00
16369,40,13.0,2019-04-09 23:00:00
16374,50,14.0,2019-04-09 23:00:00
16377,55,9.0,2019-04-09 23:00:00
16390,57,11.0,2019-04-09 23:00:00
16391,18,6.0,2019-04-09 23:00:00
16398,38,6.0,2019-04-09 23:00:00
16400,24,5.0,2019-04-09 23:00:00
16405,36,13.0,2019-04-09 23:00:00
