,estacion,concentracion,dt
15750,58,81.8,2019-04-09 15:00:00
15752,59,78.34,2019-04-09 15:00:00
15753,8,57.55,2019-04-09 15:00:00
15766,35,58.17,2019-04-09 15:00:00
15787,18,85.95,2019-04-09 15:00:00
15790,39,72.2,2019-04-09 15:00:00
15792,60,82.85,2019-04-09 15:00:00
15794,54,80.95,2019-04-09 15:00:00
15799,24,90.65,2019-04-09 15:00:00
15802,27,78.09,2019-04-09 15:00:00
15803,49,81.33,2019-04-09 15:00:00
15809,60,87.15,2019-04-09 16:00:00
15812,59,83.13,2019-04-09 16:00:00
15814,18,87.61,2019-04-09 16:00:00
15822,27,84.04,2019-04-09 16:00:00
15826,35,56.14,2019-04-09 16:00:00
15827,24,91.78,2019-04-09 16:00:00
15830,17,76.8,2019-04-09 16:00:00
15842,16,46.36,2019-04-09 16:00:00
15845,8,56.53,2019-04-09 16:00:00
15851,54,82.69,2019-04-09 16:00:00
15861,58,87.45,2019-04-09 16:00:00
15865,49,83.73,2019-04-09 16:00:00
15873,39,76.85,2019-04-09 16:00:00
15883,56,83.4,2019-04-09 16:00:00
15893,18,91.02,2019-04-09 17:00:00
15896,60,94.09,2019-04-09 17:00:00
15898,39,83.19,2019-04-09 17:00:00
15901,56,85.38,2019-04-09 17:00:00
15910,24,96.31,2019-04-09 17:00:00
15911,59,88.46,2019-04-09 17:00:00
15914,17,83.52,2019-04-09 17:00:00
15921,49,87.25,2019-04-09 17:00:00
15931,8,61.29,2019-04-09 17:00:00
15936,16,47.97,2019-04-09 17:00:00
15938,54,80.84,2019-04-09 17:00:00
15946,27,90.08,2019-04-09 17:00:00
15947,35,56.37,2019-04-09 17:00:00
15954,58,94.65,2019-04-09 17:00:00
15968,56,79.47,2019-04-09 18:00:00
15970,58,93.94,2019-04-09 18:00:00
15976,60,93.58,2019-04-09 18:00:00
15986,16,47.17,2019-04-09 18:00:00
15987,18,84.62,2019-04-09 18:00:00
15995,24,95.29,2019-04-09 18:00:00
15996,54,83.53,2019-04-09 18:00:00
16002,39,84.98,2019-04-09 18:00:00
16005,49,87.25,2019-04-09 18:00:00
16007,27,90.92,2019-04-09 18:00:00
16011,35,55.5,2019-04-09 18:00:00
16021,8,62.82,2019-04-09 18:00:00
16022,59,90.14,2019-04-09 18:00:00
16029,17,70.94,2019-04-09 18:00:00
16037,17,71.85,2019-04-09 19:00:00
16039,35,55.4,2019-04-09 19:00:00
16041,24,98.47,2019-04-09 19:00:00
16048,18,92.92,2019-04-09 19:00:00
16057,56,85.31,2019-04-09 19:00:00
16064,27,86.6,2019-04-09 19:00:00
16065,60,91.03,2019-04-09 19:00:00
16071,39,82.69,2019-04-09 19:00:00
16074,59,85.35,2019-04-09 19:00:00
16080,16,56.19,2019-04-09 19:00:00
16097,49,88.88,2019-04-09 19:00:00
16101,58,94.99,2019-04-09 19:00:00
16102,8,59.4,2019-04-09 19:00:00
16110,54,84.14,2019-04-09 19:00:00
16112,58,90.88,2019-04-09 20:00:00
16116,17,66.39,2019-04-09 20:00:00
16117,35,49.25,2019-04-09 20:00:00
16121,56,76.07,2019-04-09 20:00:00
16125,49,83.21,2019-04-09 20:00:00
16136,27,83.43,2019-04-09 20:00:00
16138,54,81.86,2019-04-09 20:00:00
16139,8,44.61,2019-04-09 20:00:00
16142,60,87.46,2019-04-09 20:00:00
16149,39,70.42,2019-04-09 20:00:00
16150,16,53.17,2019-04-09 20:00:00
16156,24,93.66,2019-04-09 20:00:00
16162,59,78.98,2019-04-09 20:00:00
16173,18,82.5,2019-04-09 20:00:00
16189,17,71.37,2019-04-09 21:00:00
16194,39,68.45,2019-04-09 21:00:00
16198,18,79.96,2019-04-09 21:00:00
16208,16,45.33,2019-04-09 21:00:00
16209,8,40.84,2019-04-09 21:00:00
16222,49,82.09,2019-04-09 21:00:00
16231,35,52.56,2019-04-09 21:00:00
16238,59,77.64,2019-04-09 21:00:00
16239,60,81.21,2019-04-09 21:00:00
16245,24,91.67,2019-04-09 21:00:00
16255,58,88.47,2019-04-09 21:00:00
16256,54,77.22,2019-04-09 21:00:00
16257,27,78.75,2019-04-09 21:00:00
16262,56,72.62,2019-04-09 21:00:00
16265,8,40.96,2019-04-09 22:00:00
16268,49,78.63,2019-04-09 22:00:00
16280,59,65.06,2019-04-09 22:00:00
16289,60,70.77,2019-04-09 22:00:00
16291,16,43.93,2019-04-09 22:00:00
16293,58,85.49,2019-04-09 22:00:00
16297,18,75.83,2019-04-09 22:00:00
16305,54,79.21,2019-04-09 22:00:00
16306,17,68.6,2019-04-09 22:00:00
16307,39,62.5,2019-04-09 22:00:00
16311,56,73.08,2019-04-09 22:00:00
16314,24,89.17,2019-04-09 22:00:00
16323,27,67.49,2019-04-09 22:00:00
16326,35,49.1,2019-04-09 22:00:00
16342,54,77.91,2019-04-09 23:00:00
16345,56,73.36,2019-04-09 23:00:00
16358,39,68.27,2019-04-09 23:00:00
16364,49,83.35,2019-04-09 23:00:00
16368,8,48.49,2019-04-09 23:00:00
16381,35,54.87,2019-04-09 23:00:00
16383,60,79.59,2019-04-09 23:00:00
16384,27,72.46,2019-04-09 23:00:00
16388,18,78.65,2019-04-09 23:00:00
16392,59,75.37,2019-04-09 23:00:00
16394,17,47.29,2019-04-09 23:00:00
16399,16,45.37,2019-04-09 23:00:00
16403,58,84.47,2019-04-09 23:00:00
16408,24,89.2,2019-04-09 23:00:00
16416,35,22.88,2019-04-10 00:00:00
16423,24,52.49,2019-04-10 00:00:00
16432,8,57.61,2019-04-10 00:00:00
16439,18,46.33,2019-04-10 00:00:00
16454,27,44.99,2019-04-10 00:00:00
16455,58,49.95,2019-04-10 00:00:00
16463,60,72.01,2019-04-10 00:00:00
16464,39,51.52,2019-04-10 00:00:00
16466,54,55.91,2019-04-10 00:00:00
16467,16,46.57,2019-04-10 00:00:00
16468,17,25.03,2019-04-10 00:00:00
16478,56,43.62,2019-04-10 00:00:00
16485,59,52.07,2019-04-10 00:00:00
16486,49,65.18,2019-04-10 00:00:00
16497,24,87.05,2019-04-10 01:00:00
16498,56,88.15,2019-04-10 01:00:00
16510,35,52.5,2019-04-10 01:00:00
16517,59,80.03,2019-04-10 01:00:00
16519,17,78.32,2019-04-10 01:00:00
16525,39,78.22,2019-04-10 01:00:00
16530,16,59.23,2019-04-10 01:00:00
16531,27,79.65,2019-04-10 01:00:00
16549,60,85.22,2019-04-10 01:00:00
16550,18,91.31,2019-04-10 01:00:00
16555,49,73.75,2019-04-10 01:00:00
16556,8,59.82,2019-04-10 01:00:00
16558,54,73.02,2019-04-10 01:00:00
16563,58,77.18,2019-04-10 01:00:00
16572,35,50.03,2019-04-10 02:00:00
16573,56,86.13,2019-04-10 02:00:00
16583,54,74.25,2019-04-10 02:00:00
16586,59,79.78,2019-04-10 02:00:00
16587,58,64.01,2019-04-10 02:00:00
16588,16,59.56,2019-04-10 02:00:00
16601,24,88.92,2019-04-10 02:00:00
16607,49,75.66,2019-04-10 02:00:00
16608,8,61.77,2019-04-10 02:00:00
16609,39,79.64,2019-04-10 02:00:00
16617,60,85.85,2019-04-10 02:00:00
16639,27,79.58,2019-04-10 02:00:00
16642,17,77.7,2019-04-10 02:00:00
16643,18,89.03,2019-04-10 02:00:00
16646,8,68.41,2019-04-10 03:00:00
16649,39,82.26,2019-04-10 03:00:00
16650,60,85.8,2019-04-10 03:00:00
16657,56,86.13,2019-04-10 03:00:00
16675,59,83.42,2019-04-10 03:00:00
16676,17,80.67,2019-04-10 03:00:00
16680,27,83.83,2019-04-10 03:00:00
16683,18,91.71,2019-04-10 03:00:00
16692,58,57.36,2019-04-10 03:00:00
16694,16,61.87,2019-04-10 03:00:00
16699,24,88.42,2019-04-10 03:00:00
16703,35,56.05,2019-04-10 03:00:00
16704,54,76.05,2019-04-10 03:00:00
16711,49,82.47,2019-04-10 03:00:00
16721,24,91.55,2019-04-10 04:00:00
16724,54,82.94,2019-04-10 04:00:00
16727,18,93.98,2019-04-10 04:00:00
16733,56,92.56,2019-04-10 04:00:00
16756,49,82.31,2019-04-10 04:00:00
16760,16,63.7,2019-04-10 04:00:00
16763,8,72.29,2019-04-10 04:00:00
16765,35,52.24,2019-04-10 04:00:00
16775,27,82.31,2019-04-10 04:00:00
16776,39,83.43,2019-04-10 04:00:00
16777,17,77.45,2019-04-10 04:00:00
16779,60,87.95,2019-04-10 04:00:00
16787,58,65.44,2019-04-10 04:00:00
16793,59,82.9,2019-04-10 04:00:00
16802,17,84.56,2019-04-10 05:00:00
16804,54,87.21,2019-04-10 05:00:00
16813,58,86.43,2019-04-10 05:00:00
16820,60,92.34,2019-04-10 05:00:00
16827,16,67.49,2019-04-10 05:00:00
16830,56,96.23,2019-04-10 05:00:00
16835,8,80.4,2019-04-10 05:00:00
16836,24,95.52,2019-04-10 05:00:00
16840,59,89.44,2019-04-10 05:00:00
16841,49,91.4,2019-04-10 05:00:00
16849,39,88.74,2019-04-10 05:00:00
16850,18,100.1,2019-04-10 05:00:00
16859,27,85.1,2019-04-10 05:00:00
16866,35,57.7,2019-04-10 05:00:00
16877,35,54.36,2019-04-10 06:00:00
16878,18,95.92,2019-04-10 06:00:00
16883,17,84.51,2019-04-10 06:00:00
16885,8,78.08,2019-04-10 06:00:00
16894,27,85.26,2019-04-10 06:00:00
16897,16,67.31,2019-04-10 06:00:00
16904,24,95.13,2019-04-10 06:00:00
16907,60,95.49,2019-04-10 06:00:00
16908,49,88.92,2019-04-10 06:00:00
16918,39,90.71,2019-04-10 06:00:00
16926,54,86.57,2019-04-10 06:00:00
16931,56,90.53,2019-04-10 06:00:00
16939,58,96.06,2019-04-10 06:00:00
16941,59,87.95,2019-04-10 06:00:00
16953,16,60.51,2019-04-10 07:00:00
16956,17,49.21,2019-04-10 07:00:00
16960,18,84.72,2019-04-10 07:00:00
16966,24,90.31,2019-04-10 07:00:00
16967,8,53.27,2019-04-10 07:00:00
16972,60,80.95,2019-04-10 07:00:00
16974,59,81.74,2019-04-10 07:00:00
16976,58,91.42,2019-04-10 07:00:00
16980,54,70.17,2019-04-10 07:00:00
16982,56,78.12,2019-04-10 07:00:00
17002,39,72.39,2019-04-10 07:00:00
17010,49,83.28,2019-04-10 07:00:00
17016,27,54.77,2019-04-10 07:00:00
17021,35,48.27,2019-04-10 07:00:00
17030,49,66.8,2019-04-10 08:00:00
17045,54,42.55,2019-04-10 08:00:00
17055,17,13.89,2019-04-10 08:00:00
17063,18,69.03,2019-04-10 08:00:00
17064,39,40.67,2019-04-10 08:00:00
17066,16,46.15,2019-04-10 08:00:00
17067,8,22.65,2019-04-10 08:00:00
17077,56,57.09,2019-04-10 08:00:00
17080,24,78.94,2019-04-10 08:00:00
17081,27,34.85,2019-04-10 08:00:00
17086,58,89.41,2019-04-10 08:00:00
17088,59,65.88,2019-04-10 08:00:00
17096,60,68.93,2019-04-10 08:00:00
17099,35,39.56,2019-04-10 08:00:00
17100,49,51.86,2019-04-10 09:00:00
17104,16,21.16,2019-04-10 09:00:00
17106,17,24.52,2019-04-10 09:00:00
17108,18,64.97,2019-04-10 09:00:00
17111,60,59.99,2019-04-10 09:00:00
17113,59,49.82,2019-04-10 09:00:00
17120,39,29.09,2019-04-10 09:00:00
17126,56,54.76,2019-04-10 09:00:00
17127,54,22.15,2019-04-10 09:00:00
17130,35,39.32,2019-04-10 09:00:00
17142,8,21.8,2019-04-10 09:00:00
17161,58,84.78,2019-04-10 09:00:00
17169,24,72.92,2019-04-10 09:00:00
17170,27,37.43,2019-04-10 09:00:00
17179,16,20.9,2019-04-10 10:00:00
17183,17,59.88,2019-04-10 10:00:00
17185,18,77.4,2019-04-10 10:00:00
17186,56,72.88,2019-04-10 10:00:00
17194,8,31.14,2019-04-10 10:00:00
17207,27,68.66,2019-04-10 10:00:00
17208,49,65.81,2019-04-10 10:00:00
17215,24,83.45,2019-04-10 10:00:00
17218,35,43.2,2019-04-10 10:00:00
17222,59,68.45,2019-04-10 10:00:00
17223,58,90.59,2019-04-10 10:00:00
17225,54,58.26,2019-04-10 10:00:00
17236,39,64.76,2019-04-10 10:00:00
17247,60,82.0,2019-04-10 10:00:00
17252,17,74.45,2019-04-10 11:00:00
17255,18,85.47,2019-04-10 11:00:00
17264,49,78.43,2019-04-10 11:00:00
17277,59,83.6,2019-04-10 11:00:00
17285,8,42.02,2019-04-10 11:00:00
17289,60,91.0,2019-04-10 11:00:00
17302,39,76.61,2019-04-10 11:00:00
17306,35,47.93,2019-04-10 11:00:00
17307,58,91.75,2019-04-10 11:00:00
17309,27,87.04,2019-04-10 11:00:00
17312,24,91.24,2019-04-10 11:00:00
17313,56,81.88,2019-04-10 11:00:00
17314,16,41.82,2019-04-10 11:00:00
17320,54,81.05,2019-04-10 11:00:00
17330,49,86.09,2019-04-10 12:00:00
17334,54,83.16,2019-04-10 12:00:00
17338,59,86.91,2019-04-10 12:00:00
17341,24,95.2,2019-04-10 12:00:00
17350,60,91.7,2019-04-10 12:00:00
17365,39,85.25,2019-04-10 12:00:00
17371,8,51.06,2019-04-10 12:00:00
17374,17,78.19,2019-04-10 12:00:00
17380,58,93.83,2019-04-10 12:00:00
17381,27,84.61,2019-04-10 12:00:00
17386,35,48.97,2019-04-10 12:00:00
17393,56,86.21,2019-04-10 12:00:00
17396,16,50.81,2019-04-10 12:00:00
17401,18,92.41,2019-04-10 12:00:00
17405,24,95.56,2019-04-10 13:00:00
17411,54,88.55,2019-04-10 13:00:00
17418,49,87.15,2019-04-10 13:00:00
17429,60,87.84,2019-04-10 13:00:00
17432,27,73.01,2019-04-10 13:00:00
17435,59,81.5,2019-04-10 13:00:00
17439,58,90.96,2019-04-10 13:00:00
17447,39,81.26,2019-04-10 13:00:00
17449,56,84.11,2019-04-10 13:00:00
17452,35,52.71,2019-04-10 13:00:00
17454,16,56.46,2019-04-10 13:00:00
17455,17,80.37,2019-04-10 13:00:00
17461,18,95.57,2019-04-10 13:00:00
17467,8,55.69,2019-04-10 13:00:00
17491,39,80.57,2019-04-10 14:00:00
17495,49,85.04,2019-04-10 14:00:00
17497,58,94.5,2019-04-10 14:00:00
17502,59,79.51,2019-04-10 14:00:00
17505,56,86.86,2019-04-10 14:00:00
17511,54,84.48,2019-04-10 14:00:00
17512,60,89.72,2019-04-10 14:00:00
17518,8,64.4,2019-04-10 14:00:00
17525,18,97.75,2019-04-10 14:00:00
17533,17,87.92,2019-04-10 14:00:00
17538,16,45.7,2019-04-10 14:00:00
17546,35,52.8,2019-04-10 14:00:00
17547,24,96.88,2019-04-10 14:00:00
17552,27,74.89,2019-04-10 14:00:00
17557,16,50.0,2019-04-10 15:00:00
17560,35,55.65,2019-04-10 15:00:00
17565,58,95.58,2019-04-10 15:00:00
17566,8,67.62,2019-04-10 15:00:00
17573,24,95.14,2019-04-10 15:00:00
17575,27,81.69,2019-04-10 15:00:00
17589,17,87.9,2019-04-10 15:00:00
17590,18,95.87,2019-04-10 15:00:00
17594,54,85.8,2019-04-10 15:00:00
17595,60,94.33,2019-04-10 15:00:00
17604,59,87.31,2019-04-10 15:00:00
17607,39,84.92,2019-04-10 15:00:00
17621,56,91.23,2019-04-10 15:00:00
17626,49,91.01,2019-04-10 15:00:00
17633,59,91.56,2019-04-10 16:00:00
17634,60,91.4,2019-04-10 16:00:00
17637,24,95.45,2019-04-10 16:00:00
17641,27,82.99,2019-04-10 16:00:00
17645,35,56.86,2019-04-10 16:00:00
17648,16,48.3,2019-04-10 16:00:00
17652,58,95.88,2019-04-10 16:00:00
17656,18,95.79,2019-04-10 16:00:00
17661,8,74.49,2019-04-10 16:00:00
17665,17,87.53,2019-04-10 16:00:00
17682,54,85.53,2019-04-10 16:00:00
17686,56,90.05,2019-04-10 16:00:00
17690,39,83.95,2019-04-10 16:00:00
17693,49,92.19,2019-04-10 16:00:00
17722,54,80.17,2019-04-10 17:00:00
17724,60,93.84,2019-04-10 17:00:00
17731,59,92.27,2019-04-10 17:00:00
17732,49,92.06,2019-04-10 17:00:00
17735,58,99.1,2019-04-10 17:00:00
17742,35,54.43,2019-04-10 17:00:00
17743,8,73.16,2019-04-10 17:00:00
17744,56,80.23,2019-04-10 17:00:00
17746,27,78.79,2019-04-10 17:00:00
17748,39,87.13,2019-04-10 17:00:00
17753,24,96.59,2019-04-10 17:00:00
17759,18,95.46,2019-04-10 17:00:00
17766,17,85.59,2019-04-10 17:00:00
17771,16,57.85,2019-04-10 17:00:00
17786,49,97.41,2019-04-10 18:00:00
17791,60,95.85,2019-04-10 18:00:00
17798,56,82.68,2019-04-10 18:00:00
17801,58,98.65,2019-04-10 18:00:00
17805,59,92.53,2019-04-10 18:00:00
17807,54,79.9,2019-04-10 18:00:00
17817,27,82.94,2019-04-10 18:00:00
17824,16,56.37,2019-04-10 18:00:00
17829,18,98.95,2019-04-10 18:00:00
17830,17,86.55,2019-04-10 18:00:00
17834,35,55.81,2019-04-10 18:00:00
17835,8,75.66,2019-04-10 18:00:00
17841,39,88.89,2019-04-10 18:00:00
17859,24,100.1,2019-04-10 18:00:00
17860,39,83.52,2019-04-10 19:00:00
17863,60,93.52,2019-04-10 19:00:00
17870,54,74.63,2019-04-10 19:00:00
17872,16,54.69,2019-04-10 19:00:00
17880,35,49.67,2019-04-10 19:00:00
17889,58,98.77,2019-04-10 19:00:00
17890,8,71.52,2019-04-10 19:00:00
17898,59,93.59,2019-04-10 19:00:00
17903,18,93.67,2019-04-10 19:00:00
17908,24,98.58,2019-04-10 19:00:00
17910,56,86.33,2019-04-10 19:00:00
17916,17,81.21,2019-04-10 19:00:00
17917,49,92.42,2019-04-10 19:00:00
17929,27,77.44,2019-04-10 19:00:00
17937,18,82.12,2019-04-10 20:00:00
17943,58,94.61,2019-04-10 20:00:00
17946,56,76.35,2019-04-10 20:00:00
17953,39,80.77,2019-04-10 20:00:00
17955,35,48.48,2019-04-10 20:00:00
17956,16,56.48,2019-04-10 20:00:00
17961,54,76.33,2019-04-10 20:00:00
17962,49,78.89,2019-04-10 20:00:00
17974,59,88.28,2019-04-10 20:00:00
17981,17,75.34,2019-04-10 20:00:00
17984,24,92.16,2019-04-10 20:00:00
17992,27,65.84,2019-04-10 20:00:00
17993,60,89.43,2019-04-10 20:00:00
18007,8,40.99,2019-04-10 20:00:00
18017,59,84.96,2019-04-10 21:00:00
18022,27,65.39,2019-04-10 21:00:00
18024,56,62.05,2019-04-10 21:00:00
18026,8,51.7,2019-04-10 21:00:00
18033,17,65.53,2019-04-10 21:00:00
18038,16,50.28,2019-04-10 21:00:00
18047,24,79.11,2019-04-10 21:00:00
18057,58,92.59,2019-04-10 21:00:00
18060,18,68.35,2019-04-10 21:00:00
18061,54,61.62,2019-04-10 21:00:00
18064,35,40.97,2019-04-10 21:00:00
18066,49,75.24,2019-04-10 21:00:00
18081,60,80.42,2019-04-10 21:00:00
18086,39,80.43,2019-04-10 21:00:00
18091,39,65.96,2019-04-10 22:00:00
18094,18,47.34,2019-04-10 22:00:00
18097,8,52.79,2019-04-10 22:00:00
18098,27,68.56,2019-04-10 22:00:00
18100,56,49.13,2019-04-10 22:00:00
18115,54,59.11,2019-04-10 22:00:00
18124,24,77.49,2019-04-10 22:00:00
18136,58,69.46,2019-04-10 22:00:00
18137,17,42.54,2019-04-10 22:00:00
18140,35,44.8,2019-04-10 22:00:00
18145,16,48.25,2019-04-10 22:00:00
18150,49,73.2,2019-04-10 22:00:00
18158,59,75.17,2019-04-10 22:00:00
18162,60,73.09,2019-04-10 22:00:00
18174,39,61.87,2019-04-10 23:00:00
18175,54,54.23,2019-04-10 23:00:00
18176,16,49.51,2019-04-10 23:00:00
18179,8,54.85,2019-04-10 23:00:00
18196,18,48.18,2019-04-10 23:00:00
18197,17,29.89,2019-04-10 23:00:00
18199,60,72.17,2019-04-10 23:00:00
18203,56,45.31,2019-04-10 23:00:00
18209,35,27.27,2019-04-10 23:00:00
18213,24,55.28,2019-04-10 23:00:00
18219,59,64.41,2019-04-10 23:00:00
18223,49,66.62,2019-04-10 23:00:00
18224,58,60.42,2019-04-10 23:00:00
18225,27,53.39,2019-04-10 23:00:00
18248,24,84.05,2019-04-11 00:00:00
18249,35,51.66,2019-04-11 00:00:00
18250,49,83.23,2019-04-11 00:00:00
18251,17,68.81,2019-04-11 00:00:00
18255,60,91.67,2019-04-11 00:00:00
18257,56,50.08,2019-04-11 00:00:00
18264,27,46.09,2019-04-11 00:00:00
18285,8,67.42,2019-04-11 00:00:00
18298,39,78.1,2019-04-11 00:00:00
18302,18,69.64,2019-04-11 00:00:00
18303,59,58.19,2019-04-11 00:00:00
18304,58,59.07,2019-04-11 00:00:00
18306,16,51.59,2019-04-11 00:00:00
18314,54,69.37,2019-04-11 00:00:00
18316,27,30.01,2019-04-11 01:00:00
18317,24,58.91,2019-04-11 01:00:00
18318,17,33.73,2019-04-11 01:00:00
18319,18,48.43,2019-04-11 01:00:00
18321,59,59.53,2019-04-11 01:00:00
18330,60,85.64,2019-04-11 01:00:00
18332,49,66.78,2019-04-11 01:00:00
18356,56,29.78,2019-04-11 01:00:00
18372,54,50.21,2019-04-11 01:00:00
18380,35,49.71,2019-04-11 01:00:00
18382,58,45.62,2019-04-11 01:00:00
18386,39,73.57,2019-04-11 01:00:00
18387,16,42.31,2019-04-11 01:00:00
18391,8,55.04,2019-04-11 01:00:00
18392,39,78.96,2019-04-11 02:00:00
18394,24,74.7,2019-04-11 02:00:00
18402,56,49.55,2019-04-11 02:00:00
18405,58,78.47,2019-04-11 02:00:00
18416,18,65.38,2019-04-11 02:00:00
18421,8,64.53,2019-04-11 02:00:00
18425,16,45.38,2019-04-11 02:00:00
18447,17,39.49,2019-04-11 02:00:00
18452,60,87.18,2019-04-11 02:00:00
18453,54,60.68,2019-04-11 02:00:00
18455,49,70.98,2019-04-11 02:00:00
18458,35,53.87,2019-04-11 02:00:00
18466,59,60.84,2019-04-11 02:00:00
18467,27,48.12,2019-04-11 02:00:00
18469,27,44.28,2019-04-11 03:00:00
18474,24,82.69,2019-04-11 03:00:00
18476,8,68.77,2019-04-11 03:00:00
18480,17,66.75,2019-04-11 03:00:00
18481,56,65.04,2019-04-11 03:00:00
18487,39,81.97,2019-04-11 03:00:00
18492,60,87.86,2019-04-11 03:00:00
18494,16,43.48,2019-04-11 03:00:00
18500,49,69.7,2019-04-11 03:00:00
18501,59,59.3,2019-04-11 03:00:00
18503,58,74.11,2019-04-11 03:00:00
18512,18,79.43,2019-04-11 03:00:00
18519,35,61.05,2019-04-11 03:00:00
18543,54,67.82,2019-04-11 03:00:00
18544,8,73.32,2019-04-11 04:00:00
18548,60,93.87,2019-04-11 04:00:00
18555,18,81.36,2019-04-11 04:00:00
18560,49,77.84,2019-04-11 04:00:00
18571,17,56.98,2019-04-11 04:00:00
18579,39,83.0,2019-04-11 04:00:00
18591,59,54.21,2019-04-11 04:00:00
18592,24,81.66,2019-04-11 04:00:00
18593,16,47.85,2019-04-11 04:00:00
18595,58,65.83,2019-04-11 04:00:00
18602,27,61.86,2019-04-11 04:00:00
18606,56,55.33,2019-04-11 04:00:00
18614,54,67.66,2019-04-11 04:00:00
18616,35,59.16,2019-04-11 04:00:00
18622,54,59.34,2019-04-11 05:00:00
18629,49,74.63,2019-04-11 05:00:00
18634,8,77.59,2019-04-11 05:00:00
18642,59,59.23,2019-04-11 05:00:00
18644,58,52.61,2019-04-11 05:00:00
18652,56,55.23,2019-04-11 05:00:00
18662,35,55.48,2019-04-11 05:00:00
18665,18,76.76,2019-04-11 05:00:00
18670,27,60.02,2019-04-11 05:00:00
18672,24,86.58,2019-04-11 05:00:00
18675,60,86.86,2019-04-11 05:00:00
18681,16,53.9,2019-04-11 05:00:00
18685,39,83.24,2019-04-11 05:00:00
18690,17,24.18,2019-04-11 05:00:00
18699,49,79.04,2019-04-11 06:00:00
18710,39,73.44,2019-04-11 06:00:00
18716,60,79.47,2019-04-11 06:00:00
18719,59,72.52,2019-04-11 06:00:00
18721,58,42.44,2019-04-11 06:00:00
18727,56,61.97,2019-04-11 06:00:00
18731,54,53.69,2019-04-11 06:00:00
18738,17,27.68,2019-04-11 06:00:00
18741,16,54.88,2019-04-11 06:00:00
18744,8,75.62,2019-04-11 06:00:00
18752,18,65.88,2019-04-11 06:00:00
18759,35,54.1,2019-04-11 06:00:00
18763,27,71.41,2019-04-11 06:00:00
18765,24,77.16,2019-04-11 06:00:00
18780,8,50.78,2019-04-11 07:00:00
18781,24,63.58,2019-04-11 07:00:00
18783,27,39.46,2019-04-11 07:00:00
18795,35,39.64,2019-04-11 07:00:00
18800,54,32.64,2019-04-11 07:00:00
18804,17,8.1,2019-04-11 07:00:00
18814,18,42.14,2019-04-11 07:00:00
18815,49,68.69,2019-04-11 07:00:00
18817,16,35.15,2019-04-11 07:00:00
18823,56,12.48,2019-04-11 07:00:00
18826,58,25.31,2019-04-11 07:00:00
18828,60,66.33,2019-04-11 07:00:00
18829,39,61.47,2019-04-11 07:00:00
18835,59,62.47,2019-04-11 07:00:00
18857,39,5.62,2019-04-11 08:00:00
18861,56,6.21,2019-04-11 08:00:00
18863,59,15.84,2019-04-11 08:00:00
18865,35,18.39,2019-04-11 08:00:00
18869,18,2.42,2019-04-11 08:00:00
18878,60,18.15,2019-04-11 08:00:00
18880,54,7.59,2019-04-11 08:00:00
18881,8,14.63,2019-04-11 08:00:00
18891,58,9.26,2019-04-11 08:00:00
18894,49,43.18,2019-04-11 08:00:00
18902,24,35.78,2019-04-11 08:00:00
18912,17,3.91,2019-04-11 08:00:00
18915,16,9.13,2019-04-11 08:00:00
18916,27,13.41,2019-04-11 08:00:00
18932,27,32.74,2019-04-11 09:00:00
18944,24,21.41,2019-04-11 09:00:00
18946,16,1.0,2019-04-11 09:00:00
18947,60,8.04,2019-04-11 09:00:00
18951,8,15.78,2019-04-11 09:00:00
18955,17,5.66,2019-04-11 09:00:00
18960,39,2.69,2019-04-11 09:00:00
18964,49,19.03,2019-04-11 09:00:00
18979,56,7.43,2019-04-11 09:00:00
18984,18,4.34,2019-04-11 09:00:00
18986,54,6.17,2019-04-11 09:00:00
18992,59,23.47,2019-04-11 09:00:00
18993,35,9.03,2019-04-11 09:00:00
18997,58,8.39,2019-04-11 09:00:00
19002,56,22.26,2019-04-11 10:00:00
19003,39,10.64,2019-04-11 10:00:00
19005,58,32.02,2019-04-11 10:00:00
19017,27,47.02,2019-04-11 10:00:00
19027,59,54.92,2019-04-11 10:00:00
19029,18,13.48,2019-04-11 10:00:00
19030,16,5.63,2019-04-11 10:00:00
19035,35,8.03,2019-04-11 10:00:00
19038,8,26.47,2019-04-11 10:00:00
19046,49,29.46,2019-04-11 10:00:00
19062,17,15.21,2019-04-11 10:00:00
19065,60,15.6,2019-04-11 10:00:00
19068,24,14.22,2019-04-11 10:00:00
19074,54,34.2,2019-04-11 10:00:00
19080,35,17.96,2019-04-11 11:00:00
19083,27,70.21,2019-04-11 11:00:00
19085,24,42.98,2019-04-11 11:00:00
19089,60,60.53,2019-04-11 11:00:00
19098,49,42.3,2019-04-11 11:00:00
19110,59,74.95,2019-04-11 11:00:00
19111,8,38.15,2019-04-11 11:00:00
19112,54,58.48,2019-04-11 11:00:00
19119,16,18.25,2019-04-11 11:00:00
19120,17,27.15,2019-04-11 11:00:00
19121,56,38.57,2019-04-11 11:00:00
19130,58,67.14,2019-04-11 11:00:00
19138,39,27.42,2019-04-11 11:00:00
19142,18,38.23,2019-04-11 11:00:00
19154,60,88.0,2019-04-11 12:00:00
19159,49,80.09,2019-04-11 12:00:00
19166,58,86.05,2019-04-11 12:00:00
19171,54,81.44,2019-04-11 12:00:00
19178,59,91.94,2019-04-11 12:00:00
19180,56,43.14,2019-04-11 12:00:00
19184,8,64.27,2019-04-11 12:00:00
19186,27,82.12,2019-04-11 12:00:00
