,estacion,concentracion,dt
11729,4,1.0,2019-04-07 10:00:00
11739,38,10.0,2019-04-07 10:00:00
11746,8,8.0,2019-04-07 10:00:00
11754,35,12.0,2019-04-07 10:00:00
11766,24,4.0,2019-04-07 10:00:00
11775,18,8.0,2019-04-07 10:00:00
11776,17,4.0,2019-04-07 10:00:00
11780,38,10.0,2019-04-07 11:00:00
11791,35,12.0,2019-04-07 11:00:00
11799,4,1.0,2019-04-07 11:00:00
11803,18,9.0,2019-04-07 11:00:00
11811,40,9.0,2019-04-07 11:00:00
11813,24,4.0,2019-04-07 11:00:00
11820,8,8.0,2019-04-07 11:00:00
11828,57,8.0,2019-04-07 11:00:00
11845,36,5.0,2019-04-07 11:00:00
11854,17,4.0,2019-04-07 11:00:00
11864,57,9.0,2019-04-07 12:00:00
11875,36,5.0,2019-04-07 12:00:00
11882,18,8.0,2019-04-07 12:00:00
11883,17,5.0,2019-04-07 12:00:00
11890,40,10.0,2019-04-07 12:00:00
11896,38,11.0,2019-04-07 12:00:00
11901,35,13.0,2019-04-07 12:00:00
11909,4,2.0,2019-04-07 12:00:00
11915,8,8.0,2019-04-07 12:00:00
11918,24,4.0,2019-04-07 12:00:00
11938,35,13.0,2019-04-07 13:00:00
11946,40,9.0,2019-04-07 13:00:00
11951,4,3.0,2019-04-07 13:00:00
11957,24,4.0,2019-04-07 13:00:00
11964,36,5.0,2019-04-07 13:00:00
11972,18,8.0,2019-04-07 13:00:00
11985,38,11.0,2019-04-07 13:00:00
11991,17,6.0,2019-04-07 13:00:00
11995,8,8.0,2019-04-07 13:00:00
12003,57,9.0,2019-04-07 13:00:00
12010,36,5.0,2019-04-07 14:00:00
12017,8,8.0,2019-04-07 14:00:00
12027,24,4.0,2019-04-07 14:00:00
12035,18,8.0,2019-04-07 14:00:00
12038,17,7.0,2019-04-07 14:00:00
12045,57,9.0,2019-04-07 14:00:00
12052,35,13.0,2019-04-07 14:00:00
12056,4,3.0,2019-04-07 14:00:00
12065,40,9.0,2019-04-07 14:00:00
12074,38,10.0,2019-04-07 14:00:00
12104,38,11.0,2019-04-07 15:00:00
12109,4,3.0,2019-04-07 15:00:00
12115,8,8.0,2019-04-07 15:00:00
12116,36,5.0,2019-04-07 15:00:00
12123,18,9.0,2019-04-07 15:00:00
12133,17,7.0,2019-04-07 15:00:00
12134,40,9.0,2019-04-07 15:00:00
12145,57,8.0,2019-04-07 15:00:00
12148,35,12.0,2019-04-07 15:00:00
12157,24,4.0,2019-04-07 15:00:00
12166,40,9.0,2019-04-07 16:00:00
12175,35,13.0,2019-04-07 16:00:00
12177,57,7.0,2019-04-07 16:00:00
12180,18,9.0,2019-04-07 16:00:00
12192,17,7.0,2019-04-07 16:00:00
12196,24,4.0,2019-04-07 16:00:00
12211,8,8.0,2019-04-07 16:00:00
12213,38,11.0,2019-04-07 16:00:00
12217,36,5.0,2019-04-07 16:00:00
12233,4,3.0,2019-04-07 16:00:00
12240,24,4.0,2019-04-07 17:00:00
12244,35,13.0,2019-04-07 17:00:00
12248,18,9.0,2019-04-07 17:00:00
12255,4,3.0,2019-04-07 17:00:00
12278,57,7.0,2019-04-07 17:00:00
12281,8,8.0,2019-04-07 17:00:00
12283,17,6.0,2019-04-07 17:00:00
12290,38,10.0,2019-04-07 17:00:00
12293,36,5.0,2019-04-07 17:00:00
12310,40,9.0,2019-04-07 17:00:00
12312,57,8.0,2019-04-07 18:00:00
12339,40,9.0,2019-04-07 18:00:00
12341,4,3.0,2019-04-07 18:00:00
12344,17,7.0,2019-04-07 18:00:00
12349,24,4.0,2019-04-07 18:00:00
12361,38,10.0,2019-04-07 18:00:00
12366,8,8.0,2019-04-07 18:00:00
12367,35,12.0,2019-04-07 18:00:00
12373,36,5.0,2019-04-07 18:00:00
12385,18,9.0,2019-04-07 18:00:00
12391,40,9.0,2019-04-07 19:00:00
12403,18,9.0,2019-04-07 19:00:00
12411,35,12.0,2019-04-07 19:00:00
12412,24,4.0,2019-04-07 19:00:00
12416,17,7.0,2019-04-07 19:00:00
12417,4,3.0,2019-04-07 19:00:00
12423,38,10.0,2019-04-07 19:00:00
12431,36,6.0,2019-04-07 19:00:00
12447,8,8.0,2019-04-07 19:00:00
12462,57,9.0,2019-04-07 19:00:00
12470,17,7.0,2019-04-07 20:00:00
12480,38,10.0,2019-04-07 20:00:00
12485,57,10.0,2019-04-07 20:00:00
12502,35,12.0,2019-04-07 20:00:00
12505,24,4.0,2019-04-07 20:00:00
12506,18,8.0,2019-04-07 20:00:00
12510,8,8.0,2019-04-07 20:00:00
12525,36,6.0,2019-04-07 20:00:00
12533,40,9.0,2019-04-07 20:00:00
12538,4,3.0,2019-04-07 20:00:00
12540,24,4.0,2019-04-07 21:00:00
12544,36,6.0,2019-04-07 21:00:00
12556,38,10.0,2019-04-07 21:00:00
12566,35,12.0,2019-04-07 21:00:00
12567,4,4.0,2019-04-07 21:00:00
12568,18,9.0,2019-04-07 21:00:00
12579,40,10.0,2019-04-07 21:00:00
12586,57,12.0,2019-04-07 21:00:00
12592,17,7.0,2019-04-07 21:00:00
12609,8,8.0,2019-04-07 21:00:00
12625,4,4.0,2019-04-07 22:00:00
12628,17,8.0,2019-04-07 22:00:00
12633,8,8.0,2019-04-07 22:00:00
12635,40,9.0,2019-04-07 22:00:00
12639,36,6.0,2019-04-07 22:00:00
12640,38,10.0,2019-04-07 22:00:00
12655,57,11.0,2019-04-07 22:00:00
12656,24,4.0,2019-04-07 22:00:00
12660,35,12.0,2019-04-07 22:00:00
12675,18,9.0,2019-04-07 22:00:00
12694,8,8.0,2019-04-07 23:00:00
12714,40,9.0,2019-04-07 23:00:00
12730,24,4.0,2019-04-07 23:00:00
12736,18,9.0,2019-04-07 23:00:00
12737,17,7.0,2019-04-07 23:00:00
12742,38,9.0,2019-04-07 23:00:00
12749,36,5.0,2019-04-07 23:00:00
12756,35,12.0,2019-04-07 23:00:00
12763,57,11.0,2019-04-07 23:00:00
12766,4,3.0,2019-04-07 23:00:00
12772,8,8.0,2019-04-08 00:00:00
12786,38,8.0,2019-04-08 00:00:00
12799,57,13.0,2019-04-08 00:00:00
12800,4,3.0,2019-04-08 00:00:00
12802,36,5.0,2019-04-08 00:00:00
12813,40,10.0,2019-04-08 00:00:00
12816,18,8.0,2019-04-08 00:00:00
12823,24,4.0,2019-04-08 00:00:00
12824,35,12.0,2019-04-08 00:00:00
12826,17,8.0,2019-04-08 00:00:00
12862,4,3.0,2019-04-08 01:00:00
12869,17,7.0,2019-04-08 01:00:00
12873,38,9.0,2019-04-08 01:00:00
12880,18,8.0,2019-04-08 01:00:00
12883,36,5.0,2019-04-08 01:00:00
12884,40,10.0,2019-04-08 01:00:00
12890,8,8.0,2019-04-08 01:00:00
12896,35,12.0,2019-04-08 01:00:00
12902,24,4.0,2019-04-08 01:00:00
12917,57,12.0,2019-04-08 01:00:00
12921,40,10.0,2019-04-08 02:00:00
12927,4,3.0,2019-04-08 02:00:00
12958,35,12.0,2019-04-08 02:00:00
12963,17,7.0,2019-04-08 02:00:00
12966,57,12.0,2019-04-08 02:00:00
12969,38,9.0,2019-04-08 02:00:00
12974,36,6.0,2019-04-08 02:00:00
12976,8,8.0,2019-04-08 02:00:00
12981,24,4.0,2019-04-08 02:00:00
12984,18,9.0,2019-04-08 02:00:00
12997,35,12.0,2019-04-08 03:00:00
13009,8,8.0,2019-04-08 03:00:00
13028,18,9.0,2019-04-08 03:00:00
13030,4,3.0,2019-04-08 03:00:00
13038,17,7.0,2019-04-08 03:00:00
13049,36,5.0,2019-04-08 03:00:00
13053,24,4.0,2019-04-08 03:00:00
13056,57,11.0,2019-04-08 03:00:00
13068,40,10.0,2019-04-08 03:00:00
13070,38,9.0,2019-04-08 03:00:00
13072,4,2.0,2019-04-08 04:00:00
13074,35,12.0,2019-04-08 04:00:00
13090,57,11.0,2019-04-08 04:00:00
13109,18,9.0,2019-04-08 04:00:00
13115,24,4.0,2019-04-08 04:00:00
13131,36,5.0,2019-04-08 04:00:00
13133,17,7.0,2019-04-08 04:00:00
13134,38,9.0,2019-04-08 04:00:00
13136,8,8.0,2019-04-08 04:00:00
13143,40,10.0,2019-04-08 04:00:00
13151,40,10.0,2019-04-08 05:00:00
13171,17,7.0,2019-04-08 05:00:00
13172,4,2.0,2019-04-08 05:00:00
13177,24,4.0,2019-04-08 05:00:00
13178,57,12.0,2019-04-08 05:00:00
13180,18,9.0,2019-04-08 05:00:00
13197,8,8.0,2019-04-08 05:00:00
13208,38,10.0,2019-04-08 05:00:00
13213,36,5.0,2019-04-08 05:00:00
13221,35,12.0,2019-04-08 05:00:00
13233,17,7.0,2019-04-08 06:00:00
13236,57,12.0,2019-04-08 06:00:00
13245,8,8.0,2019-04-08 06:00:00
13246,40,10.0,2019-04-08 06:00:00
13256,35,12.0,2019-04-08 06:00:00
13267,4,2.0,2019-04-08 06:00:00
13269,36,5.0,2019-04-08 06:00:00
13270,24,4.0,2019-04-08 06:00:00
13291,18,9.0,2019-04-08 06:00:00
13294,38,10.0,2019-04-08 06:00:00
13303,18,9.0,2019-04-08 07:00:00
13316,17,7.0,2019-04-08 07:00:00
13322,35,12.0,2019-04-08 07:00:00
13325,8,8.0,2019-04-08 07:00:00
13332,4,2.0,2019-04-08 07:00:00
13334,36,5.0,2019-04-08 07:00:00
13338,38,10.0,2019-04-08 07:00:00
13349,57,12.0,2019-04-08 07:00:00
13355,24,4.0,2019-04-08 07:00:00
13362,40,10.0,2019-04-08 07:00:00
13377,8,8.0,2019-04-08 08:00:00
13378,40,10.0,2019-04-08 08:00:00
13385,17,7.0,2019-04-08 08:00:00
13388,4,3.0,2019-04-08 08:00:00
13398,24,4.0,2019-04-08 08:00:00
13417,35,12.0,2019-04-08 08:00:00
13419,36,5.0,2019-04-08 08:00:00
13421,18,9.0,2019-04-08 08:00:00
13431,38,11.0,2019-04-08 08:00:00
13432,57,11.0,2019-04-08 08:00:00
13470,4,2.0,2019-04-08 09:00:00
13475,8,8.0,2019-04-08 09:00:00
13483,18,9.0,2019-04-08 09:00:00
13484,57,13.0,2019-04-08 09:00:00
13487,24,4.0,2019-04-08 09:00:00
13496,35,13.0,2019-04-08 09:00:00
13507,17,7.0,2019-04-08 09:00:00
13508,40,10.0,2019-04-08 09:00:00
13513,38,11.0,2019-04-08 09:00:00
13518,36,5.0,2019-04-08 09:00:00
13538,18,9.0,2019-04-08 10:00:00
13539,8,9.0,2019-04-08 10:00:00
13546,35,13.0,2019-04-08 10:00:00
13547,57,12.0,2019-04-08 10:00:00
13557,40,10.0,2019-04-08 10:00:00
13560,17,7.0,2019-04-08 10:00:00
13574,38,11.0,2019-04-08 10:00:00
13588,36,5.0,2019-04-08 10:00:00
13594,4,2.0,2019-04-08 10:00:00
13601,24,4.0,2019-04-08 10:00:00
13608,24,4.0,2019-04-08 11:00:00
13618,4,3.0,2019-04-08 11:00:00
13628,36,5.0,2019-04-08 11:00:00
13629,35,13.0,2019-04-08 11:00:00
13630,57,13.0,2019-04-08 11:00:00
13632,8,8.0,2019-04-08 11:00:00
13634,38,10.0,2019-04-08 11:00:00
13642,40,10.0,2019-04-08 11:00:00
13656,17,7.0,2019-04-08 11:00:00
13661,18,9.0,2019-04-08 11:00:00
13682,4,3.0,2019-04-08 12:00:00
13685,35,13.0,2019-04-08 12:00:00
13687,36,5.0,2019-04-08 12:00:00
13694,17,8.0,2019-04-08 12:00:00
13710,40,10.0,2019-04-08 12:00:00
13711,57,12.0,2019-04-08 12:00:00
13717,8,8.0,2019-04-08 12:00:00
13729,24,4.0,2019-04-08 12:00:00
13730,38,9.0,2019-04-08 12:00:00
13754,18,9.0,2019-04-08 12:00:00
13760,57,10.0,2019-04-08 13:00:00
13765,40,10.0,2019-04-08 13:00:00
13766,35,12.0,2019-04-08 13:00:00
13794,17,8.0,2019-04-08 13:00:00
13800,8,8.0,2019-04-08 13:00:00
13806,24,4.0,2019-04-08 13:00:00
13809,18,9.0,2019-04-08 13:00:00
13814,38,9.0,2019-04-08 13:00:00
13820,36,6.0,2019-04-08 13:00:00
13828,4,4.0,2019-04-08 13:00:00
13839,57,10.0,2019-04-08 14:00:00
13842,24,4.0,2019-04-08 14:00:00
13850,18,9.0,2019-04-08 14:00:00
13853,17,7.0,2019-04-08 14:00:00
13861,38,10.0,2019-04-08 14:00:00
13865,40,10.0,2019-04-08 14:00:00
13870,8,8.0,2019-04-08 14:00:00
13876,4,2.0,2019-04-08 14:00:00
13887,35,13.0,2019-04-08 14:00:00
13892,36,5.0,2019-04-08 14:00:00
13908,18,9.0,2019-04-08 15:00:00
13913,24,4.0,2019-04-08 15:00:00
13915,17,7.0,2019-04-08 15:00:00
13917,8,8.0,2019-04-08 15:00:00
13937,40,9.0,2019-04-08 15:00:00
13959,57,10.0,2019-04-08 15:00:00
13963,35,13.0,2019-04-08 15:00:00
13967,4,3.0,2019-04-08 15:00:00
13969,38,10.0,2019-04-08 15:00:00
13974,36,5.0,2019-04-08 15:00:00
13986,4,2.0,2019-04-08 16:00:00
13990,18,9.0,2019-04-08 16:00:00
13994,36,5.0,2019-04-08 16:00:00
13996,57,9.0,2019-04-08 16:00:00
14003,17,6.0,2019-04-08 16:00:00
14012,8,8.0,2019-04-08 16:00:00
14016,24,4.0,2019-04-08 16:00:00
14029,38,9.0,2019-04-08 16:00:00
14041,40,10.0,2019-04-08 16:00:00
14045,35,13.0,2019-04-08 16:00:00
14070,35,13.0,2019-04-08 17:00:00
14073,24,4.0,2019-04-08 17:00:00
14081,4,2.0,2019-04-08 17:00:00
14085,36,5.0,2019-04-08 17:00:00
14086,38,9.0,2019-04-08 17:00:00
14092,18,8.0,2019-04-08 17:00:00
14106,40,9.0,2019-04-08 17:00:00
14123,17,5.0,2019-04-08 17:00:00
14133,8,8.0,2019-04-08 17:00:00
14135,57,9.0,2019-04-08 17:00:00
14147,40,9.0,2019-04-08 18:00:00
14167,57,7.0,2019-04-08 18:00:00
14173,38,8.0,2019-04-08 18:00:00
14178,17,5.0,2019-04-08 18:00:00
14183,18,8.0,2019-04-08 18:00:00
14188,8,8.0,2019-04-08 18:00:00
14191,4,1.0,2019-04-08 18:00:00
14198,36,5.0,2019-04-08 18:00:00
14201,35,13.0,2019-04-08 18:00:00
14210,24,4.0,2019-04-08 18:00:00
14214,18,8.0,2019-04-08 19:00:00
14217,17,5.0,2019-04-08 19:00:00
14227,8,8.0,2019-04-08 19:00:00
14229,4,2.0,2019-04-08 19:00:00
14238,24,4.0,2019-04-08 19:00:00
14242,40,9.0,2019-04-08 19:00:00
14263,57,7.0,2019-04-08 19:00:00
14270,38,8.0,2019-04-08 19:00:00
14272,35,13.0,2019-04-08 19:00:00
14279,36,5.0,2019-04-08 19:00:00
14293,17,6.0,2019-04-08 20:00:00
14295,24,4.0,2019-04-08 20:00:00
14301,18,8.0,2019-04-08 20:00:00
14302,4,2.0,2019-04-08 20:00:00
14309,8,8.0,2019-04-08 20:00:00
14323,36,5.0,2019-04-08 20:00:00
14332,38,8.0,2019-04-08 20:00:00
14333,40,9.0,2019-04-08 20:00:00
14348,57,8.0,2019-04-08 20:00:00
14355,35,13.0,2019-04-08 20:00:00
14369,40,10.0,2019-04-08 21:00:00
14398,57,9.0,2019-04-08 21:00:00
14402,17,6.0,2019-04-08 21:00:00
14412,8,8.0,2019-04-08 21:00:00
14415,4,4.0,2019-04-08 21:00:00
14418,18,9.0,2019-04-08 21:00:00
14423,36,6.0,2019-04-08 21:00:00
14427,35,13.0,2019-04-08 21:00:00
14428,38,8.0,2019-04-08 21:00:00
14434,24,4.0,2019-04-08 21:00:00
14449,36,6.0,2019-04-08 22:00:00
14456,40,10.0,2019-04-08 22:00:00
14459,18,9.0,2019-04-08 22:00:00
14461,57,11.0,2019-04-08 22:00:00
14479,35,13.0,2019-04-08 22:00:00
14483,24,4.0,2019-04-08 22:00:00
14497,8,8.0,2019-04-08 22:00:00
14506,4,4.0,2019-04-08 22:00:00
14509,17,7.0,2019-04-08 22:00:00
14515,38,9.0,2019-04-08 22:00:00
14518,38,8.0,2019-04-08 23:00:00
14521,24,4.0,2019-04-08 23:00:00
14536,18,8.0,2019-04-08 23:00:00
14542,35,12.0,2019-04-08 23:00:00
14551,36,6.0,2019-04-08 23:00:00
14562,17,8.0,2019-04-08 23:00:00
14570,40,10.0,2019-04-08 23:00:00
14571,57,11.0,2019-04-08 23:00:00
14573,8,8.0,2019-04-08 23:00:00
14588,4,3.0,2019-04-08 23:00:00
14594,35,12.0,2019-04-09 00:00:00
14595,38,9.0,2019-04-09 00:00:00
14613,24,4.0,2019-04-09 00:00:00
14614,4,3.0,2019-04-09 00:00:00
14623,36,5.0,2019-04-09 00:00:00
14624,57,13.0,2019-04-09 00:00:00
14627,8,8.0,2019-04-09 00:00:00
14628,18,9.0,2019-04-09 00:00:00
14631,17,7.0,2019-04-09 00:00:00
14635,40,10.0,2019-04-09 00:00:00
14672,57,12.0,2019-04-09 01:00:00
14697,17,8.0,2019-04-09 01:00:00
14714,35,12.0,2019-04-09 01:00:00
14717,18,9.0,2019-04-09 01:00:00
14719,8,8.0,2019-04-09 01:00:00
14720,36,5.0,2019-04-09 01:00:00
14724,4,3.0,2019-04-09 01:00:00
14725,40,10.0,2019-04-09 01:00:00
14731,24,4.0,2019-04-09 01:00:00
14741,38,8.0,2019-04-09 01:00:00
14754,4,3.0,2019-04-09 02:00:00
14763,35,12.0,2019-04-09 02:00:00
14767,36,5.0,2019-04-09 02:00:00
14772,38,8.0,2019-04-09 02:00:00
14779,24,4.0,2019-04-09 02:00:00
14781,40,10.0,2019-04-09 02:00:00
14787,57,11.0,2019-04-09 02:00:00
14793,17,8.0,2019-04-09 02:00:00
14809,8,8.0,2019-04-09 02:00:00
14815,18,8.0,2019-04-09 02:00:00
14821,40,10.0,2019-04-09 03:00:00
14832,57,12.0,2019-04-09 03:00:00
14833,35,12.0,2019-04-09 03:00:00
14836,24,4.0,2019-04-09 03:00:00
14841,38,8.0,2019-04-09 03:00:00
14870,36,5.0,2019-04-09 03:00:00
14878,18,8.0,2019-04-09 03:00:00
14886,4,3.0,2019-04-09 03:00:00
14892,17,7.0,2019-04-09 03:00:00
14895,8,8.0,2019-04-09 03:00:00
14903,4,2.0,2019-04-09 04:00:00
14908,24,4.0,2019-04-09 04:00:00
14911,57,13.0,2019-04-09 04:00:00
14922,8,8.0,2019-04-09 04:00:00
14927,17,7.0,2019-04-09 04:00:00
14934,18,9.0,2019-04-09 04:00:00
14940,38,8.0,2019-04-09 04:00:00
14944,40,10.0,2019-04-09 04:00:00
14953,36,5.0,2019-04-09 04:00:00
14959,35,12.0,2019-04-09 04:00:00
14973,38,8.0,2019-04-09 05:00:00
14982,36,5.0,2019-04-09 05:00:00
14988,24,4.0,2019-04-09 05:00:00
14990,40,10.0,2019-04-09 05:00:00
15003,18,8.0,2019-04-09 05:00:00
15008,17,7.0,2019-04-09 05:00:00
15009,35,12.0,2019-04-09 05:00:00
15030,57,13.0,2019-04-09 05:00:00
15036,4,2.0,2019-04-09 05:00:00
15040,8,8.0,2019-04-09 05:00:00
15052,17,6.0,2019-04-09 06:00:00
15059,18,9.0,2019-04-09 06:00:00
15064,4,2.0,2019-04-09 06:00:00
15069,24,4.0,2019-04-09 06:00:00
15073,8,8.0,2019-04-09 06:00:00
15075,36,5.0,2019-04-09 06:00:00
15080,57,13.0,2019-04-09 06:00:00
15084,40,10.0,2019-04-09 06:00:00
15107,35,12.0,2019-04-09 06:00:00
15121,38,8.0,2019-04-09 06:00:00
15148,57,12.0,2019-04-09 07:00:00
15149,18,9.0,2019-04-09 07:00:00
15151,24,4.0,2019-04-09 07:00:00
15161,35,12.0,2019-04-09 07:00:00
15165,40,10.0,2019-04-09 07:00:00
15167,36,5.0,2019-04-09 07:00:00
15173,38,8.0,2019-04-09 07:00:00
15183,8,8.0,2019-04-09 07:00:00
15187,17,6.0,2019-04-09 07:00:00
15193,4,1.0,2019-04-09 07:00:00
15211,57,11.0,2019-04-09 08:00:00
15218,18,9.0,2019-04-09 08:00:00
15233,36,5.0,2019-04-09 08:00:00
15234,17,6.0,2019-04-09 08:00:00
15238,35,12.0,2019-04-09 08:00:00
15244,4,1.0,2019-04-09 08:00:00
15255,24,4.0,2019-04-09 08:00:00
15259,40,10.0,2019-04-09 08:00:00
15268,38,8.0,2019-04-09 08:00:00
15269,8,8.0,2019-04-09 08:00:00
15281,38,9.0,2019-04-09 09:00:00
15293,17,6.0,2019-04-09 09:00:00
15302,18,9.0,2019-04-09 09:00:00
15304,36,5.0,2019-04-09 09:00:00
15309,24,4.0,2019-04-09 09:00:00
15321,57,11.0,2019-04-09 09:00:00
15334,35,12.0,2019-04-09 09:00:00
15345,4,1.0,2019-04-09 09:00:00
15347,8,8.0,2019-04-09 09:00:00
15351,40,10.0,2019-04-09 09:00:00
15355,38,9.0,2019-04-09 10:00:00
15358,57,11.0,2019-04-09 10:00:00
15365,24,4.0,2019-04-09 10:00:00
15378,35,13.0,2019-04-09 10:00:00
15379,36,5.0,2019-04-09 10:00:00
15381,17,6.0,2019-04-09 10:00:00
15398,18,9.0,2019-04-09 10:00:00
15405,4,1.0,2019-04-09 10:00:00
15423,8,8.0,2019-04-09 10:00:00
15426,40,10.0,2019-04-09 10:00:00
15450,18,9.0,2019-04-09 11:00:00
15451,35,12.0,2019-04-09 11:00:00
15453,40,10.0,2019-04-09 11:00:00
15462,24,4.0,2019-04-09 11:00:00
15464,57,12.0,2019-04-09 11:00:00
15478,8,8.0,2019-04-09 11:00:00
15484,17,6.0,2019-04-09 11:00:00
15487,4,2.0,2019-04-09 11:00:00
15492,38,9.0,2019-04-09 11:00:00
15496,36,5.0,2019-04-09 11:00:00
15520,24,4.0,2019-04-09 12:00:00
15522,18,9.0,2019-04-09 12:00:00
15524,57,12.0,2019-04-09 12:00:00
15538,17,7.0,2019-04-09 12:00:00
15542,38,8.0,2019-04-09 12:00:00
15544,36,5.0,2019-04-09 12:00:00
15548,4,2.0,2019-04-09 12:00:00
15551,8,8.0,2019-04-09 12:00:00
15575,40,11.0,2019-04-09 12:00:00
15578,35,12.0,2019-04-09 12:00:00
15590,8,8.0,2019-04-09 13:00:00
15591,17,7.0,2019-04-09 13:00:00
15596,40,10.0,2019-04-09 13:00:00
15613,38,9.0,2019-04-09 13:00:00
15615,4,3.0,2019-04-09 13:00:00
15625,36,5.0,2019-04-09 13:00:00
15631,57,12.0,2019-04-09 13:00:00
15636,24,4.0,2019-04-09 13:00:00
15637,35,12.0,2019-04-09 13:00:00
15645,18,9.0,2019-04-09 13:00:00
15657,8,8.0,2019-04-09 14:00:00
15658,57,11.0,2019-04-09 14:00:00
15661,40,9.0,2019-04-09 14:00:00
15674,36,5.0,2019-04-09 14:00:00
15699,35,12.0,2019-04-09 14:00:00
15702,4,3.0,2019-04-09 14:00:00
15707,17,8.0,2019-04-09 14:00:00
15712,38,9.0,2019-04-09 14:00:00
15713,18,9.0,2019-04-09 14:00:00
15729,24,4.0,2019-04-09 14:00:00
15736,18,9.0,2019-04-09 15:00:00
15744,57,10.0,2019-04-09 15:00:00
15745,17,8.0,2019-04-09 15:00:00
15755,8,8.0,2019-04-09 15:00:00
15763,40,10.0,2019-04-09 15:00:00
15768,36,5.0,2019-04-09 15:00:00
15774,4,3.0,2019-04-09 15:00:00
15783,38,8.0,2019-04-09 15:00:00
15786,35,12.0,2019-04-09 15:00:00
15788,24,4.0,2019-04-09 15:00:00
15808,4,3.0,2019-04-09 16:00:00
15815,24,4.0,2019-04-09 16:00:00
15823,35,13.0,2019-04-09 16:00:00
15828,36,6.0,2019-04-09 16:00:00
15833,8,8.0,2019-04-09 16:00:00
15837,18,9.0,2019-04-09 16:00:00
15843,17,8.0,2019-04-09 16:00:00
15863,57,11.0,2019-04-09 16:00:00
15867,38,9.0,2019-04-09 16:00:00
15874,40,10.0,2019-04-09 16:00:00
15887,18,9.0,2019-04-09 17:00:00
15899,24,4.0,2019-04-09 17:00:00
15903,57,10.0,2019-04-09 17:00:00
15913,40,10.0,2019-04-09 17:00:00
15918,4,4.0,2019-04-09 17:00:00
15919,8,9.0,2019-04-09 17:00:00
15939,17,7.0,2019-04-09 17:00:00
15943,38,10.0,2019-04-09 17:00:00
15955,36,6.0,2019-04-09 17:00:00
15959,35,13.0,2019-04-09 17:00:00
15961,8,9.0,2019-04-09 18:00:00
15966,17,7.0,2019-04-09 18:00:00
15975,36,6.0,2019-04-09 18:00:00
15991,35,13.0,2019-04-09 18:00:00
15992,57,9.0,2019-04-09 18:00:00
15994,38,10.0,2019-04-09 18:00:00
15997,4,4.0,2019-04-09 18:00:00
15999,24,4.0,2019-04-09 18:00:00
16010,18,9.0,2019-04-09 18:00:00
16015,40,10.0,2019-04-09 18:00:00
16043,40,10.0,2019-04-09 19:00:00
16046,35,13.0,2019-04-09 19:00:00
16050,18,9.0,2019-04-09 19:00:00
16052,8,9.0,2019-04-09 19:00:00
16058,38,10.0,2019-04-09 19:00:00
16059,4,4.0,2019-04-09 19:00:00
16061,57,8.0,2019-04-09 19:00:00
16083,17,7.0,2019-04-09 19:00:00
16087,36,6.0,2019-04-09 19:00:00
16106,24,4.0,2019-04-09 19:00:00
16113,18,9.0,2019-04-09 20:00:00
16115,8,9.0,2019-04-09 20:00:00
16118,36,6.0,2019-04-09 20:00:00
16145,40,10.0,2019-04-09 20:00:00
16148,17,7.0,2019-04-09 20:00:00
16160,35,13.0,2019-04-09 20:00:00
16165,38,9.0,2019-04-09 20:00:00
16166,4,4.0,2019-04-09 20:00:00
16172,57,8.0,2019-04-09 20:00:00
16185,24,4.0,2019-04-09 20:00:00
16190,40,10.0,2019-04-09 21:00:00
16200,18,9.0,2019-04-09 21:00:00
16211,17,8.0,2019-04-09 21:00:00
16220,4,4.0,2019-04-09 21:00:00
16227,8,9.0,2019-04-09 21:00:00
16234,36,6.0,2019-04-09 21:00:00
16235,57,9.0,2019-04-09 21:00:00
16247,35,13.0,2019-04-09 21:00:00
16253,24,4.0,2019-04-09 21:00:00
16260,38,10.0,2019-04-09 21:00:00
16269,38,10.0,2019-04-09 22:00:00
16274,36,6.0,2019-04-09 22:00:00
16281,24,4.0,2019-04-09 22:00:00
16285,17,7.0,2019-04-09 22:00:00
16296,8,9.0,2019-04-09 22:00:00
16302,4,4.0,2019-04-09 22:00:00
16316,40,11.0,2019-04-09 22:00:00
16327,18,9.0,2019-04-09 22:00:00
16329,35,13.0,2019-04-09 22:00:00
16339,57,11.0,2019-04-09 22:00:00
16360,40,10.0,2019-04-09 23:00:00
16361,8,8.0,2019-04-09 23:00:00
16365,4,4.0,2019-04-09 23:00:00
16366,57,12.0,2019-04-09 23:00:00
16373,18,9.0,2019-04-09 23:00:00
16379,36,5.0,2019-04-09 23:00:00
16380,24,4.0,2019-04-09 23:00:00
16393,35,12.0,2019-04-09 23:00:00
16406,17,7.0,2019-04-09 23:00:00
16410,38,10.0,2019-04-09 23:00:00
16428,4,5.0,2019-04-10 00:00:00
16433,24,4.0,2019-04-10 00:00:00
16440,38,10.0,2019-04-10 00:00:00
16447,35,13.0,2019-04-10 00:00:00
16451,57,10.0,2019-04-10 00:00:00
16462,18,9.0,2019-04-10 00:00:00
16474,17,9.0,2019-04-10 00:00:00
16479,40,11.0,2019-04-10 00:00:00
16480,8,13.0,2019-04-10 00:00:00
16483,36,10.0,2019-04-10 00:00:00
16496,36,5.0,2019-04-10 01:00:00
16503,40,10.0,2019-04-10 01:00:00
16511,38,9.0,2019-04-10 01:00:00
16514,57,13.0,2019-04-10 01:00:00
16516,18,8.0,2019-04-10 01:00:00
16522,24,4.0,2019-04-10 01:00:00
16523,4,3.0,2019-04-10 01:00:00
16534,17,7.0,2019-04-10 01:00:00
